zpid,latitude,longitude,cityid,countyid,zipcode,amount
12715194,33773939,-118379217,33727,3101,96121,942623
12715340,33772280,-118378187,33727,3101,96121,688000
12715440,33770291,-118378687,33727,3101,96121,473789
12715647,33959911,-118083930,13716,3101,96201,123745
12715839,33960319,-118081385,13716,3101,96201,207323
12716921,33954632,-118082678,13716,3101,96201,98651
12717513,33956406,-118086591,13716,3101,96201,96544
12717589,33947586,-118090759,13716,3101,96201,176990
12717796,33943407,-118092800,13716,3101,96201,368417
12718065,33941532,-118092149,13716,3101,96201,218011
12718334,33947352,-118089026,13716,3101,96201,261169
12718587,33936300,-118083000,13716,3101,96201,283247
12718902,33945150,-118084239,13716,3101,96201,106657
12720102,33931215,-118077439,53636,3101,96193,189213
12720325,33927202,-118079244,53636,3101,96193,169564
12720548,33927408,-118074500,53636,3101,96193,59975
12721593,33934825,-118086791,13716,3101,96201,438000
12721801,33926771,-118088212,53636,3101,96193,401648
12721932,33924826,-118086739,53636,3101,96193,175737
12721986,33924302,-118084996,53636,3101,96193,300010
12722163,33933059,-118095125,4406,3101,96101,338087
12722263,33931396,-118095966,53636,3101,96193,251792
12722363,33929846,-118096287,53636,3101,96193,210604
12722463,33928703,-118093651,53636,3101,96193,347888
12722563,33930907,-118090166,53636,3101,96193,227622
12722847,33930858,-118098716,53636,3101,96193,204034
12723206,33919967,-118110031,53636,3101,96193,294125
12723611,33918273,-118108653,53636,3101,96193,271132
12723711,33921051,-118107329,53636,3101,96193,51355
12724157,33926792,-118090065,53636,3101,96193,153172
12724180,33924679,-118092653,53636,3101,96193,284297
12724249,33925017,-118091855,53636,3101,96193,360000
12724372,33922380,-118091063,53636,3101,96193,252612
12724495,33919880,-118091087,53636,3101,96193,324655
12724940,33919843,-118086389,53636,3101,96193,221244
12725125,33919156,-118084390,53636,3101,96193,67205
12725394,33922090,-118076134,53636,3101,96193,164469
12725962,33922433,-118068712,53636,3101,96193,392691
12726062,33920026,-118068403,53636,3101,96193,360000
12726231,33918100,-118068000,53636,3101,96193,318000
12726367,33929141,-118051185,118225,3101,96173,472610
12726390,33931407,-118048230,,3101,96173,132529
12726413,33929674,-118047693,,3101,96173,74820
12726436,33927400,-118048000,118225,3101,96173,150920
12726948,33923612,-118047694,118225,3101,96173,359391
12727201,33918105,-118052606,118225,3101,96173,47913
12727367,33925003,-118040832,118225,3101,96173,147684
12727505,33923700,-118045000,118225,3101,96173,205243
12727804,33917376,-118037878,118225,3101,96173,249498
12727927,33920061,-118038373,118225,3101,96173,184221
12728194,33933225,-118039129,118225,3101,96173,223593
12728317,33934373,-118041454,118225,3101,96173,388000
12728609,33926727,-118039673,118225,3101,96173,305367
12729007,33924487,-118026834,118225,3101,96172,191628
12729052,33929197,-118031560,118225,3101,96172,94970
12729290,33924044,-118037023,118225,3101,96173,218521
12729390,33924972,-118039112,118225,3101,96173,273223
12729886,33920178,-118028556,118225,3101,96172,205919
12729986,33918151,-118030230,118225,3101,96172,251973
12730269,33921597,-118023806,118225,3101,96172,252560
12730384,33921356,-118022742,118225,3101,96172,355000
12730607,33920581,-118019456,118225,3101,96172,252258
12730822,33921888,-118018187,5465,3101,96190,198941
12730922,33921954,-118013892,5465,3101,96190,216610
12731651,33920159,-118005829,5465,3101,96190,497000
12731797,33923401,-118003099,114828,3101,96190,412994
12732212,33923597,-117992396,114828,3101,96172,460000
12732458,33923383,-117986818,114828,3101,96172,279825
12732558,33920545,-117985869,114828,3101,96172,90636
12733149,33921405,-117977344,114828,3101,96172,253250
12733295,33919521,-117983597,114828,3101,96172,420564
12733395,33918059,-117981675,114828,3101,96172,81961
12733541,33918288,-117975928,18874,3101,96172,264801
12733656,33916880,-117989139,5465,3101,96190,86241
12733879,33916571,-117978894,5465,3101,96190,96235
12734002,33914562,-117986626,5465,3101,96190,168837
12734102,33912454,-117993080,5465,3101,96190,629000
12734202,33907418,-117982212,5465,3101,96190,588260
12734286,33907000,-117993000,5465,3101,96190,249115
12734509,33910100,-117992000,5465,3101,96190,78772
12734632,33905001,-117987019,5465,3101,96190,304863
12734755,33904080,-117988512,5465,3101,96190,534688
12734855,33909130,-117988931,5465,3101,96190,92563
12734978,33911428,-117987602,5465,3101,96190,356372
12735101,33914283,-117980025,5465,3101,96190,519286
12735831,33911900,-117978000,5465,3101,96190,46236
12735854,33907025,-117985092,5465,3101,96190,707533
12736426,33915180,-118003989,5465,3101,96190,173567
12736526,33913430,-118009483,5465,3101,96190,157395
12736817,33910835,-118009411,5465,3101,96190,481000
12736917,33914702,-118006902,5465,3101,96190,269550
12737086,33915422,-117999332,5465,3101,96190,379166
12737186,33915960,-117997725,5465,3101,96190,276556
12737324,33928954,-117992310,114828,3101,96172,381460
12737647,33925581,-117987815,114828,3101,96172,231863
12737670,33924800,-117988759,114828,3101,96172,288129
12737893,33924730,-118009744,5465,3101,96190,201412
12738016,33926239,-118008896,5465,3101,96190,87108
12738077,33926851,-118004181,114828,3101,96190,489663
12738177,33928304,-118001577,114828,3101,96172,289552
12738277,33925564,-117996607,114828,3101,96172,275052
12738838,33911154,-118013675,5465,3101,96190,83016
12738938,33915204,-118018005,5465,3101,96190,482450
12739038,33915352,-118014566,5465,3101,96190,255073
12739191,33914478,-118023421,5465,3101,96190,203865
12739437,33914280,-118020760,5465,3101,96190,76249
12739960,33908157,-118026928,5465,3101,96190,285468
12740083,33912290,-118023531,5465,3101,96190,540589
12740273,33912546,-118035402,5465,3101,96190,275107
12740396,33910717,-118032515,5465,3101,96190,121903
12740519,33912477,-118030822,5465,3101,96190,375000
12740619,33912741,-118031992,5465,3101,96190,199849
12740910,33910654,-118051988,13716,3101,96193,401000
12741309,33911243,-118059364,53636,3101,96193,237853
12741432,33910628,-118054789,53636,3101,96193,216606
12741609,33905038,-118057312,53636,3101,96193,66552
12741732,33908967,-118062508,53636,3101,96193,295354
12742132,33915547,-118076469,53636,3101,96193,241994
12742514,33911345,-118067627,53636,3101,96193,376079
12742760,33906435,-118064344,53636,3101,96193,184281
12743239,33916762,-118092490,53636,3101,96193,317626
12743531,33911976,-118085001,53636,3101,96193,288991
12743746,33910499,-118090013,53636,3101,96193,311643
12743846,33912558,-118088639,53636,3101,96193,257762
12743992,33911760,-118093109,53636,3101,96193,193500
12744330,33911089,-118098734,53636,3101,96193,180411
12744890,33915864,-118107641,53636,3101,96193,443690
12745166,33909275,-118099209,53636,3101,96193,121029
12745289,33907125,-118102179,53636,3101,96193,230214
12745573,33906424,-118106336,53636,3101,96193,137421
12745796,33904300,-118106400,53636,3101,96193,102165
12745865,33907762,-118096683,53636,3101,96193,356992
12746257,33903911,-118097553,53636,3101,96193,223465
12746526,33903518,-118090835,53636,3101,96193,292843
12746549,33904798,-118090406,53636,3101,96193,228515
12746695,33907042,-118087386,53636,3101,96193,58904
12747040,33905221,-118079561,53636,3101,96193,365000
12747238,33904839,-118086100,53636,3101,96193,225580
12747431,33908119,-118068908,53636,3101,96193,201235
12747826,33903307,-118071131,53636,3101,96193,227022
12747895,33905430,-118073164,53636,3101,96193,226612
12748357,33906905,-118033081,5465,3101,96190,436625
12748426,33908930,-118030335,5465,3101,96190,230683
12748572,33905332,-118032583,5465,3101,96190,117758
12749230,33903395,-118026253,5465,3101,96190,319579
12749821,33902275,-118011751,5465,3101,96190,345391
12749921,33898604,-118012255,5465,3101,96190,67670
12750290,33897323,-117991667,5465,3101,96190,134529
12750459,33893559,-118002812,5465,3101,96190,540993
12750851,33892972,-117994931,5465,3101,96190,157359
12751543,33892941,-118000229,5465,3101,96190,120141
12751658,33895810,-118005406,5465,3101,96190,425845
12751919,33899248,-118006531,5465,3101,96190,256752
12752019,33899999,-118008040,5465,3101,96190,71144
12752342,33901848,-117998685,5465,3101,96190,475000
12752442,33899693,-118000044,5465,3101,96190,204660
12752542,33900544,-117994244,5465,3101,96190,453000
12752757,33901356,-117992053,5465,3101,96190,274759
12753199,33900860,-118054112,53636,3101,96193,149438
12753299,33900299,-118052387,53636,3101,96193,155424
12753629,33900003,-118048039,53636,3101,96193,213132
12753789,33898963,-118063502,13716,3101,96193,348000
12754296,33897628,-118069353,53636,3101,96193,65598
12754856,33899382,-118079185,53636,3101,96193,293996
12754979,33899592,-118074053,53636,3101,96193,430000
12755348,33896446,-118080069,53636,3101,96193,36256
12755640,33898720,-118088185,53636,3101,96193,46470
12755709,33899706,-118086021,53636,3101,96193,295330
12755862,33899793,-118083794,53636,3101,96193,201573
12756261,33899728,-118103351,53636,3101,96193,318000
12756407,33899200,-118099441,53636,3101,96193,222128
12756430,33901846,-118096736,53636,3101,96193,237996
12756476,33900944,-118097888,53636,3101,96193,463000
12756576,33900280,-118095360,53636,3101,96193,80713
12756676,33898802,-118094163,53636,3101,96193,261168
12756822,33896463,-118096163,53636,3101,96193,119972
12756922,33898101,-118098764,53636,3101,96193,269803
12757045,33895190,-118100616,53636,3101,96193,125030
12757191,33900669,-118105113,53636,3101,96193,229260
12757352,33894913,-118105877,53636,3101,96193,149093
12757498,33894021,-118106202,53636,3101,96193,331389
12757667,33888763,-118105158,53636,3101,96193,437358
12758626,33894075,-118083131,53636,3101,96193,273223
12758772,33893205,-118088825,53636,3101,96193,313312
12758872,33892453,-118091744,53636,3101,96193,265106
12758995,33892337,-118087416,53636,3101,96193,230817
12759456,33894662,-118074712,53636,3101,96193,189974
12759702,33891257,-118079934,53636,3101,96193,125427
12760101,33891961,-118075348,53636,3101,96193,37081
12760370,33891291,-118073291,53636,3101,96193,150750
12760516,33888568,-118073063,53636,3101,96193,164699
12760861,33888019,-118066643,53636,3101,96193,246074
12760961,33890134,-118067933,53636,3101,96193,228065
12761267,33889748,-118060652,53636,3101,96193,463000
12761935,33892725,-118015602,5465,3101,96190,230214
12762058,33896331,-118011879,5465,3101,96190,102797
12762158,33894833,-118011933,5465,3101,96190,245120
12762281,33891211,-118011683,5465,3101,96190,370537
12762381,33891529,-118016519,5465,3101,96190,476385
12762473,33893511,-118007655,5465,3101,96190,269547
12762573,33889480,-117999791,5465,3101,96190,395255
12763032,33892804,-118008366,5465,3101,96190,327907
12763999,34060433,-118041837,51861,3101,96480,298477
12764191,34056947,-118043219,36502,3101,96480,354891
12764843,34060975,-118037841,51861,3101,96480,507500
12764866,34058815,-118038345,51861,3101,96480,199796
12765245,34054359,-118040950,36502,3101,96480,92567
12765312,34061700,-118034000,51861,3101,96480,271521
12765365,34060800,-118033000,51861,3101,96480,123303
12765403,34062194,-118030953,51861,3101,96480,229920
12765630,34059600,-118029000,51861,3101,96479,339000
12766251,34058700,-118018000,51861,3101,96479,102313
12766372,34059100,-118015000,51861,3101,96479,262291
12766852,34052265,-118024831,51861,3101,96479,244637
12766952,34050477,-118028050,51861,3101,96480,209626
12767120,34054464,-118022817,51861,3101,96479,223665
12767496,34052068,-118019398,51861,3101,96479,280713
12767886,34043897,-118019122,51861,3101,96479,435000
12768039,34051283,-118014976,51861,3101,96479,411246
12768169,34055153,-118014836,51861,3101,96479,53190
12768613,34047724,-117999825,113576,3101,96490,150230
12770099,34041550,-118030641,51861,3101,96480,180732
12770237,34037408,-118033152,36502,3101,96480,250307
12770398,34038583,-118031459,36502,3101,96480,360000
12770467,34043788,-118023299,51861,3101,96480,146338
12770988,34045079,-118039598,36502,3101,96480,327412
12771033,34046126,-118038242,36502,3101,96480,39935
12771469,34037516,-118011857,113576,3101,96169,306057
12771615,34039328,-118009477,113576,3101,96169,282828
12772228,34048717,-118048686,36502,3101,96480,353000
12772775,34042676,-118050650,36502,3101,96480,219075
12773120,34039941,-118038958,36502,3101,96480,238778
12773350,34040628,-118044290,36502,3101,96480,192604
12773826,34035775,-117999208,113576,3101,96490,579974
12774049,34035446,-118002922,113576,3101,96169,343243
12774149,34037281,-118004920,113576,3101,96169,66247
12774441,34032295,-118016531,113576,3101,96169,138420
12774541,34031368,-118015419,113576,3101,96169,188385
12774886,34015738,-118075810,26483,3101,96197,57516
12775247,34007991,-118078056,26483,3101,96197,292860
12775469,34012478,-118066222,26483,3101,96197,228206
12775569,34012086,-118068887,26483,3101,96197,208772
12776397,34019026,-118074816,26483,3101,96197,206193
12776711,34014033,-118064606,26483,3101,96197,490000
12776802,34016339,-118061386,26483,3101,96197,333266
12776975,34010569,-118062817,,3101,96169,47072
12777090,34011867,-118058923,,3101,96169,247687
12777213,34009256,-118059893,,3101,96169,251852
12777359,34034313,-118031676,113576,3101,96169,298000
12777474,34031723,-118032338,113576,3101,96169,112667
12777806,34012594,-118045346,,3101,96169,151283
12777829,34012116,-118043191,,3101,96169,180546
12777875,34011000,-118048000,,3101,96169,223259
12777967,34008580,-118042162,,3101,96169,613972
12778389,34003804,-118042157,,3101,96169,524315
12778834,34011000,-118048000,,3101,96169,193433
12778941,34002053,-118052655,14634,3101,96169,206683
12779171,33998587,-118048733,14634,3101,96169,489000
12779699,34000714,-118053749,14634,3101,96169,346000
12779768,33989389,-118028571,14634,3101,96169,669897
12779898,34000784,-118063929,14634,3101,96169,100522
12780044,34004331,-118058066,,3101,96169,469190
12780144,34001313,-118060740,14634,3101,96169,337415
12780474,33996940,-118058009,14634,3101,96169,397000
12780650,33992328,-118063687,14634,3101,96174,208460
12780788,33994241,-118063213,14634,3101,96174,406543
12780911,33995987,-118062573,14634,3101,96174,475520
12781187,34000048,-118067398,,3101,96174,187545
12781523,33992803,-118059570,14634,3101,96174,395000
12781884,33992650,-118051468,14634,3101,96169,332489
12782221,33988561,-118058118,14634,3101,96174,162229
12782436,33993994,-118048687,14634,3101,96169,257462
12782582,33991107,-118047151,14634,3101,96169,410089
12783042,33991070,-118044388,14634,3101,96169,250102
12783378,33989096,-118037970,14634,3101,96169,379681
12784127,33981748,-118030363,14634,3101,96169,319580
12784250,33981818,-118029453,14634,3101,96169,265663
12784472,33985238,-118021482,14634,3101,96169,283371
12784709,33975679,-118030410,14634,3101,96170,429900
12784908,33976645,-118023052,14634,3101,96170,194395
12784954,33972373,-118021455,14634,3101,96170,219456
12785023,33973089,-118017427,14634,3101,96170,629087
12785296,33981090,-118040825,14634,3101,96169,131950
12785349,33980444,-118040298,14634,3101,96169,205541
12785830,33985696,-118055210,14634,3101,96169,241310
12785891,33983892,-118052923,14634,3101,96169,319579
12785914,33985321,-118052931,14634,3101,96169,312337
12785960,33984553,-118052343,14634,3101,96169,359622
12786532,33975654,-118043108,14634,3101,96170,323842
12786909,33971134,-118041586,14634,3101,96170,250000
12787778,33966533,-118029219,14634,3101,96170,402757
12787962,33963473,-118028872,14634,3101,96170,304875
12788183,33969151,-118032639,14634,3101,96170,323775
12788228,33962500,-118026000,14634,3101,96173,113982
12788535,33962636,-118019073,14634,3101,96173,386276
12788658,33961240,-118023100,14634,3101,96173,476805
12788842,33971828,-118025567,14634,3101,96170,273914
12788888,33971000,-118024357,14634,3101,96170,612305
12788934,33969318,-118026348,14634,3101,96170,260034
12789034,33966896,-118020756,14634,3101,96170,338637
12789157,33970122,-118019827,14634,3101,96170,595000
12789849,33962893,-118016978,14634,3101,96173,742536
12790239,33951183,-118004424,14634,3101,96173,608074
12790431,33956664,-118001119,14634,3101,96173,625011
12790706,33950643,-118014217,14634,3101,96171,44349
12790806,33949979,-118015437,14634,3101,96171,82363
12790906,33947315,-118013108,14634,3101,96171,231911
12791098,33945202,-118011493,14634,3101,96171,492770
12791198,33946093,-118008007,14634,3101,96171,333715
12791298,33945142,-118013810,14634,3101,96171,341119
12791912,33941361,-118022787,118225,3101,96172,314553
12792291,33939647,-118020557,118225,3101,96172,182235
12792337,33940431,-118021938,118225,3101,96172,226341
12792729,33931086,-118021336,118225,3101,96172,149715
12792875,33933374,-118024388,118225,3101,96172,259766
12793842,33941625,-118030681,118225,3101,96173,207991
12793942,33939512,-118029075,118225,3101,96172,147837
12794285,33942751,-118040400,118225,3101,96173,206223
12794385,33942981,-118043823,118225,3101,96173,257148
12794623,33939476,-118038178,118225,3101,96173,375905
12794746,33938983,-118041605,118225,3101,96173,162182
12794899,33949699,-118038230,118225,3101,96173,211410
12794999,33945826,-118038634,118225,3101,96173,201929
12795122,33945699,-118037821,118225,3101,96173,216607
12795222,33946539,-118033051,118225,3101,96173,266396
12795322,33944582,-118034933,118225,3101,96173,134270
12795468,33943544,-118037187,118225,3101,96173,197837
12795560,33946900,-118027277,118225,3101,96173,212338
12796051,33951147,-118020357,14634,3101,96173,57067
12796374,33950082,-118018490,14634,3101,96171,346972
12796497,33953226,-118026989,14634,3101,96173,319799
12796620,33957079,-118025879,14634,3101,96173,140347
12796743,33956425,-118023047,14634,3101,96173,182444
12796942,33952438,-118024042,14634,3101,96173,340000
12797042,33946504,-118029862,118225,3101,96173,155750
12797142,33947540,-118027184,118225,3101,96173,57788
12797532,33953467,-118037917,118225,3101,96173,264266
12797655,33951113,-118036133,118225,3101,96173,375958
12797755,33951790,-118032950,118225,3101,96173,146799
12797993,33953551,-118031879,14634,3101,96173,257360
12798146,33959387,-118033156,14634,3101,96173,239680
12798284,33957262,-118031712,14634,3101,96173,402033
12798384,33954621,-118030095,14634,3101,96173,241302
12798407,33956677,-118028700,14634,3101,96173,279778
12798614,33962981,-118043070,14634,3101,96170,392000
12798706,33965125,-118039988,14634,3101,96170,282487
12798797,33964728,-118038150,14634,3101,96170,93174
12798927,33963123,-118037876,14634,3101,96170,183400
12799172,33960098,-118035512,14634,3101,96170,357108
12799441,33961022,-118044469,14634,3101,96170,340000
12800198,33950508,-118047091,118225,3101,96173,382000
12800267,33950756,-118043426,118225,3101,96173,402000
12800536,33947494,-118043950,118225,3101,96173,326796
12800758,33947250,-118044878,118225,3101,96173,154764
12800781,33947717,-118044480,118225,3101,96173,92295
12801823,33972408,-118057179,396556,3101,96174,356370
12801923,33975382,-118053226,396556,3101,96174,198901
12801961,33974630,-118053060,14634,3101,96174,56049
12802061,33968741,-118053068,396556,3101,96174,226917
12802780,33979024,-118056258,396556,3101,96174,444000
12802880,33981410,-118056025,396556,3101,96174,164727
12802980,33983758,-118056274,396556,3101,96174,327064
12803102,33980007,-118054208,396556,3101,96174,355000
12803125,33978908,-118055700,396556,3101,96174,438590
12803470,33975702,-118066122,396556,3101,96174,217390
12803570,33979251,-118064916,396556,3101,96174,109147
12804736,33991175,-118066927,396556,3101,96174,44420
12804797,33989433,-118064576,396556,3101,96174,108955
12804843,33988640,-118068103,396556,3101,96174,172764
12805012,33984927,-118069734,396556,3101,96174,59556
12805495,33981498,-118073052,396556,3101,96174,55172
12805579,33973932,-118077665,396556,3101,96174,131382
12805679,33976571,-118077456,396556,3101,96174,274594
12806032,33981786,-118070138,396556,3101,96174,400000
12806155,33978783,-118066526,396556,3101,96174,154063
12806255,33977680,-118069010,396556,3101,96174,238982
12806355,33974433,-118069543,396556,3101,96174,659926
12806959,33968764,-118072057,396556,3101,96174,54222
12807028,33970588,-118073639,396556,3101,96174,72475
12807120,33968920,-118076215,396556,3101,96174,53392
12807443,33966839,-118077388,396556,3101,96174,337612
12807504,33964456,-118077484,396556,3101,96174,390000
12807550,33964130,-118076104,396556,3101,96174,66817
12807642,33963042,-118074455,396556,3101,96174,280155
12808178,34047718,-117978534,39306,3101,96490,374332
12808316,34051226,-117970850,118895,3101,96490,185569
12808416,34048403,-117970784,39306,3101,96490,44014
12808562,34046778,-117971261,39306,3101,96490,214480
12808662,34048545,-117972991,39306,3101,96490,305993
12808931,34044314,-117976411,39306,3101,96490,81858
12809107,34046000,-117965000,39306,3101,96488,84212
12809391,34043072,-117968017,39306,3101,96488,242137
12809813,34040200,-117974427,39306,3101,96488,224943
12810027,33991600,-117968000,45602,3101,96489,219650
12810793,33995003,-117956471,45602,3101,96489,450827
12810893,33993342,-117949134,45602,3101,96489,325249
12811462,33984779,-117957103,45602,3101,96489,116740
12811631,33988123,-117951737,45602,3101,96489,426272
12811746,34035253,-117994915,113576,3101,96490,549000
12811769,34036788,-117991889,113576,3101,96490,373691
12811853,34039004,-117987966,113576,3101,96490,455752
12811953,34041186,-117989540,113576,3101,96490,491805
12812059,34037460,-117983574,113576,3101,96490,289985
12812120,34036248,-117988907,113576,3101,96490,367516
12812491,34032152,-117988775,113576,3101,96490,169094
12812621,33998500,-117941000,45602,3101,96489,176414
12812721,33997500,-117940000,45602,3101,96489,236352
12813036,33996035,-117944771,45602,3101,96489,418039
12813136,33994400,-117943521,45602,3101,96489,166623
12813236,33993252,-117944353,45602,3101,96489,450000
12814113,33994970,-117931892,45602,3101,96489,304894
12814336,33993208,-117938520,45602,3101,96489,607000
12814436,33995829,-117940129,45602,3101,96489,607619
12814536,33992040,-117940623,45602,3101,96489,380448
12814689,34038502,-117968404,39306,3101,96488,57475
12814789,34035507,-117968211,39306,3101,96488,240252
12814889,34036425,-117963565,39306,3101,96488,259083
12814989,34035893,-117961358,118895,3101,96488,236087
12815158,34032832,-117961397,39306,3101,96488,322750
12815281,34008776,-117981252,45602,3101,96489,92562
12815896,34042005,-117961771,118895,3101,96488,187792
12816165,34037513,-117960498,118895,3101,96488,51358
12816265,34039102,-117956419,118895,3101,96488,316835
12816411,34042623,-117959259,118895,3101,96488,264265
12816534,34035656,-117953166,39306,3101,96488,57460
12816657,34032122,-117955126,39306,3101,96488,53671
12816757,34033261,-117952914,39306,3101,96488,43605
12817048,34030667,-117955842,39306,3101,96488,327000
12817148,34029417,-117959679,39306,3101,96488,181583
12817409,34005997,-117974628,45602,3101,96489,502766
12817509,34003085,-117979036,45602,3101,96489,486130
12817938,33994400,-117971000,45602,3101,96489,213102
12818297,34020515,-117981130,45602,3101,96489,211876
12818397,34019972,-117982460,45602,3101,96489,100566
12819096,34014136,-117961869,45602,3101,96489,290000
12819272,34013780,-117973190,45602,3101,96489,195383
12820084,33997442,-117969057,45602,3101,96489,77675
12820130,33998701,-117968195,45602,3101,96489,154664
12820253,34003573,-117966700,45602,3101,96489,125356
12820376,34001233,-117966160,45602,3101,96489,381000
12820545,34011783,-117983401,45602,3101,96489,114600
12820937,34018291,-117992211,45602,3101,96489,531932
12821465,33999508,-118002761,45602,3101,96489,712653
12821617,33994886,-117998199,45602,3101,96489,439575
12821778,33991644,-117974461,45602,3101,96489,570494
12821878,33995550,-117976969,45602,3101,96489,517009
12822339,33988377,-117973304,45602,3101,96489,343958
12822815,33950361,-117993388,14634,3101,96171,116844
12822915,33947936,-117998696,14634,3101,96171,547104
12823275,33943697,-118006351,14634,3101,96171,278865
12823375,33942129,-118005627,14634,3101,96171,151668
12823567,33939285,-118002216,14634,3101,96171,312484
12823667,33941655,-118001823,14634,3101,96171,345574
12823736,33943376,-118002442,14634,3101,96171,366830
12823920,33940368,-118011164,118225,3101,96172,212066
12824166,33938538,-118011581,118225,3101,96172,267866
12824235,33936268,-118009370,118225,3101,96172,71144
12824250,33937302,-118006742,118225,3101,96172,488000
12824319,33935973,-118004163,118225,3101,96172,168163
12824779,33931310,-118016527,118225,3101,96172,197350
12825048,33932055,-118014305,118225,3101,96172,65847
12825171,33928621,-118015320,118225,3101,96172,69724
12825271,33926581,-118015537,118225,3101,96172,223587
12825340,33929522,-118012413,118225,3101,96172,394000
12825440,33931418,-118001393,118225,3101,96172,65232
12825832,33929214,-118008879,118225,3101,96172,394473
12825978,33931013,-118009540,118225,3101,96172,294991
12826177,33934272,-117999606,14634,3101,96172,300003
12826500,33934376,-117995165,14634,3101,96172,239959
12826599,33942337,-117999307,14634,3101,96171,222228
12826699,33938748,-117998549,14634,3101,96171,249307
12828283,33939125,-117980247,14634,3101,96171,444800
12828774,33931596,-117977024,14634,3101,96171,495000
12828973,33930191,-117982089,14634,3101,96171,268424
12829349,33942105,-117980644,14634,3101,96171,95196
12829563,33947156,-117990700,14634,3101,96171,328237
12829686,33948620,-117984897,14634,3101,96171,532999
12829870,33944728,-117985932,14634,3101,96171,594137
12830239,33947368,-117975140,14634,3101,96171,485029
12830576,33946207,-117970732,14634,3101,96171,236704
12830699,33946212,-117969055,14634,3101,96171,267177
12830852,33959901,-117974252,18875,3101,96186,819000
12831395,33948386,-117952146,18875,3101,96186,466419
12832472,33980618,-117963544,45602,3101,96489,457863
12832664,33980351,-117955974,45602,3101,96489,273782
12832787,33980000,-117962915,45602,3101,96489,295237
12832887,33982430,-117955324,45602,3101,96489,155668
12833133,34006408,-117948313,,3101,96489,101538
12833156,34004458,-117951066,45602,3101,96489,212504
12833444,34007728,-117955425,45602,3101,96489,337512
12833544,34006972,-117954261,45602,3101,96489,223161
12833916,33999028,-117953759,45602,3101,96489,430436
12833962,33999801,-117955989,45602,3101,96489,154301
12834185,33997176,-117961866,45602,3101,96489,130094
12834331,33997303,-117955351,45602,3101,96489,686486
12834454,33998728,-117952186,45602,3101,96489,241366
12834577,33996586,-117953509,45602,3101,96489,44834
12834992,33999376,-117963280,45602,3101,96489,282704
12835092,34005376,-117960727,45602,3101,96489,128375
12835726,34022691,-117949699,39306,3101,96488,47803
12836137,34026226,-117944886,39306,3101,96488,200592
12836160,34024173,-117943635,39306,3101,96488,417161
12836198,34024433,-117947497,39306,3101,96488,86909
12836488,34019951,-117944150,39306,3101,96488,355000
12836826,34013375,-117938725,39306,3101,96488,209061
12836956,34014835,-117938545,39306,3101,96488,316083
12837056,34019579,-117939714,39306,3101,96488,300724
12837324,34034953,-117924212,118694,3101,96488,422000
12837470,34034668,-117922406,118694,3101,96488,348979
12837593,34032957,-117918092,118694,3101,96488,322512
12838046,34028990,-117924925,118694,3101,96488,140922
12838114,34032025,-117942273,39306,3101,96488,155059
12838682,34026588,-117945619,39306,3101,96488,349800
12838834,34030304,-117946757,39306,3101,96488,282792
12838880,34028901,-117947800,39306,3101,96488,274295
12839386,34040760,-117939828,118694,3101,96488,317628
12839424,34038704,-117940162,118694,3101,96488,264937
12839477,34041111,-117946815,39306,3101,96488,181169
12839684,34037170,-117943311,39306,3101,96488,263164
12840090,33981840,-117903588,22827,3101,96492,395389
12840397,33978517,-117895851,22827,3101,96492,397137
12840712,34046875,-117940791,118694,3101,96488,321889
12840735,34049332,-117941062,118694,3101,96488,366721
12840965,34043361,-117944490,118694,3101,96488,766563
12841065,34042644,-117940928,118694,3101,96488,275953
12841157,34044490,-117934823,118694,3101,96488,127864
12842087,34027720,-117920704,118694,3101,96488,305994
12842347,34027465,-117924045,118694,3101,96488,278519
12842692,34013796,-117935718,39306,3101,96488,143311
12842792,34012898,-117933615,39306,3101,96488,138824
12842892,34011801,-117936500,39306,3101,96488,42993
12842992,34015208,-117930195,39306,3101,96488,185239
12843653,33975120,-117911315,22827,3101,96492,237455
12844022,33979162,-117915061,22827,3101,96492,540626
12844268,33980389,-117921881,22827,3101,96492,251761
12844414,33985885,-117908895,22827,3101,96492,330199
12844514,33987808,-117913160,22827,3101,96492,858480
12844614,33985006,-117909294,22827,3101,96492,415457
12844967,33988414,-117920713,22827,3101,96492,713986
12845557,33959586,-117928859,18875,3101,96186,377429
12845580,33959547,-117930610,18875,3101,96186,1415291
12845710,33949306,-117939462,18875,3101,96186,1217867
12846268,33975061,-117903301,22827,3101,96492,369656
12846491,33977520,-117904635,22827,3101,96492,446750
12847133,33967184,-117893159,22827,3101,96492,282701
12847233,33968657,-117894102,22827,3101,96492,253198
12847356,33976905,-117878582,22827,3101,96492,304081
12847602,33971916,-117856067,22827,3101,96522,657065
12848032,33972888,-117869164,22827,3101,96492,377326
12848762,33972458,-117890839,22827,3101,96492,453033
12848785,33957987,-117913606,,3101,96492,1116878
12849108,33958688,-117907222,,3101,96492,811857
12849154,33969519,-117887757,22827,3101,96492,402467
12849269,33969724,-117885499,22827,3101,96492,832709
12849484,33966439,-117887569,22827,3101,96492,542660
12849507,33965610,-117888769,22827,3101,96492,1356573
12849691,33966713,-117852774,22827,3101,96505,442409
12849760,33992758,-117901500,22827,3101,96492,134009
12849783,33992759,-117903568,22827,3101,96492,396495
12850282,33987000,-117906000,22827,3101,96492,103404
