zpid,rooms,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
12532834,0,3,4,3,3416,6443,33768475,-118137076,1951,111027
12533133,0,2,2,2,969,2521,33768513,-118135015,1923,683079
12533325,0,3,3,3,2962,6342,33766934,-118135523,1928,1459000
12533792,0,2,2,2,1316,1981,33785146,-118145162,1964,391912
12534424,0,2,4,2,1609,5541,33781947,-118143578,1946,276555
12535063,0,3,3,3,2208,6507,33774197,-118145762,1924,231718
12535339,0,3,6,3,2768,8101,33767202,-118149011,1913,596960
12535385,0,3,4,3,1976,6519,33765402,-118147936,1921,780000
12535561,0,3,3,3,1884,6489,33772324,-118146161,1920,733962
12535607,0,3,3,3,1894,4500,33773284,-118144644,1921,760000
12535699,0,3,5,3,2774,5593,33769112,-118145292,1920,401250
12535791,0,1,1,1,772,25946,33768300,-118145000,1968,290000
12536029,0,2,2,2,1791,6351,33766388,-118141424,1930,72978
12536129,0,2,3,2,1515,3010,33769125,-118141105,1922,677601
12536396,0,2,2,2,1274,11168,33761100,-118149000,1970,274937
12536694,0,2,2,2,1238,12287,33763100,-118148000,1966,174677
12537054,0,2,3,2,1706,5501,33763198,-118140219,1926,471081
12537276,0,1,3,1,948,3163,33761267,-118140116,1923,89755
12537763,0,2,2,2,1018,13500,33772600,-118154000,1966,271830
12538259,0,1,1,1,714,13502,33769400,-118152000,1968,254995
12538282,0,8,9,8,4375,6752,33768772,-118152273,1969,559904
12538320,0,1,3,1,1176,3999,33769662,-118154381,1912,662986
12538596,0,2,4,2,1651,7500,33766754,-118154355,1920,521162
12539081,0,1,2,1,888,3253,33778792,-118152799,1922,146729
12539188,0,1,2,1,916,5202,33777877,-118157710,1912,366122
12539211,0,1,3,1,1448,6751,33776571,-118157257,1920,223567
12539356,0,3,5,3,2149,6499,33776292,-118152278,1922,852792
12539470,0,2,3,2,1200,13503,33774400,-118153000,1973,335000
12540165,0,1,2,1,884,7156,33785221,-118149648,1941,158942
12541297,0,1,3,1,941,6473,33785949,-118164491,1922,195319
12541927,0,2,3,2,1228,6049,33788162,-118168136,1922,125880
12542064,0,1,2,1,768,3780,33787842,-118168063,1922,178570
12542301,0,4,3,4,1795,5307,33785180,-118165948,1913,397792
12542543,0,2,2,2,1049,37427,33781400,-118171000,1989,163834
12543113,0,3,4,3,1472,3726,33777287,-118158486,1919,184244
12543479,0,4,6,4,2614,6781,33774336,-118160549,1915,663638
12543913,0,1,1,1,837,8198,33768600,-118167000,1958,110992
12544158,0,1,1,1,792,14628,33770500,-118163000,1970,241652
12544212,0,0,0,,216,6735,33770900,-118162000,1957,16550
12544235,0,2,3,2,1709,6744,33769064,-118161090,1916,365490
12544472,0,1,1,1,566,13022,33772900,-118163000,1971,39961
12544701,0,3,5,3,2940,6778,33766537,-118159374,1923,345664
12544989,0,1,1,1,1038,25792,33764300,-118155000,1963,322313
12545050,0,2,2,2,1176,6714,33764500,-118159000,1971,435000
12545096,0,5,4,5,4550,8254,33763241,-118154240,1921,1451792
12545333,0,2,2,2,1510,31015,33762600,-118158000,1967,422028
12545555,0,4,6,4,3939,9636,33763569,-118159373,1905,496500
12545793,0,2,2,2,1088,6722,33765700,-118165000,1968,83952
12545908,0,2,3,2,1363,8256,33766100,-118164000,1980,327401
12545931,0,1,2,1,1270,3318,33765515,-118159161,1917,574604
12546061,0,2,2,2,858,14263,33767800,-118182000,1959,246835
12546129,0,6,8,6,4420,3841,33768382,-118178679,1921,960000
12546183,0,1,1,1,565,8273,33767400,-118180000,1954,153032
12546753,0,1,1,1,732,57136,33765300,-118178000,1973,147777
12546914,0,2,2,2,1103,9882,33765200,-118176000,1958,178218
12547014,0,1,1,1,960,42887,33764900,-118176000,1984,200865
12547091,0,3,2,3,1950,42887,33764900,-118176000,1984,1100000
12547409,0,4,4,4,3600,4180,33767985,-118175643,1919,92777
12547539,0,2,2,2,954,15792,33766700,-118175000,1959,302742
12547768,0,2,2,2,1978,8270,33765424,-118172100,1983,529369
12547814,0,1,2,1,958,10759,33764700,-118173000,1921,190560
12547911,0,1,1,1,632,44381,33764400,-118171000,1975,206493
12548011,0,2,2,2,1008,44381,33764400,-118171000,1975,166428
12548248,0,1,2,1,1128,881,33766137,-118170434,1923,185555
12548638,0,1,2,1,815,16549,33775700,-118175000,1959,122951
12548699,0,1,2,1,600,2017,33776386,-118178742,1923,74380
12548987,0,1,1,1,697,95336,33773600,-118176000,1985,75640
12549087,0,1,1,1,686,95336,33773600,-118176000,1985,93012
12549412,0,4,4,4,1679,5984,33773252,-118169229,1908,440000
12549729,0,3,4,3,1914,7499,33779243,-118176945,1920,178353
12550155,0,1,2,1,888,5857,33778028,-118170774,1918,326000
12550377,0,1,1,1,524,1207,33777093,-118177453,1921,158812
12551298,0,2,2,2,760,2489,33786359,-118173434,1923,167887
12551723,0,2,2,2,1054,14221,33785800,-118191000,1990,78584
12551973,0,1,1,1,927,6669,33789203,-118187357,1913,191878
12553067,0,1,0,1,353,7472,33781100,-118195000,1923,26849
12553326,0,4,8,4,3372,2598,33777561,-118195237,1924,580000
12553433,0,2,2,2,1085,3542,33776209,-118198243,1905,156002
12553517,0,1,1,1,775,5615,33776223,-118196642,1923,80436
12553624,0,1,1,1,684,29223,33775000,-118194000,1984,149080
12553724,0,1,1,1,516,14353,33774400,-118194000,1978,31955
12553793,0,1,0,1,417,7503,33774400,-118195000,1955,45641
12553985,0,1,1,1,832,54023,33774700,-118199000,1984,187000
12554190,0,2,1,2,859,14898,33781000,-118193000,1985,198000
12554439,0,2,2,2,1004,21508,33776900,-118193000,1990,259225
12554754,0,2,2,2,960,14029,33776000,-118187000,1987,66412
12555487,0,1,1,1,714,1156,33776351,-118181109,1914,191878
12556028,0,1,0,1,427,8203,33769900,-118177000,1946,87717
12556104,0,1,1,1,781,25049,33770500,-118177000,1969,228000
12556234,0,1,1,1,580,18017,33771400,-118173000,1979,221335
12556370,0,1,1,1,714,16530,33769300,-118176000,1959,125000
12556958,0,1,1,1,671,13484,33769400,-118168000,1959,133931
12557019,0,1,2,1,780,6715,33768391,-118168406,1953,183596
12557439,0,1,0,1,463,7370,33766800,-118196000,1922,67212
12557531,0,2,2,2,1030,40543,33765900,-118186000,1990,273916
12557631,0,2,1,2,1218,40543,33765900,-118186000,1990,467196
12558518,0,2,2,2,920,34911,33773700,-118198000,1990,130582
12558648,0,2,2,2,957,32324,33771300,-118201000,1984,214195
12558809,0,1,1,1,899,2422,33772140,-118200416,1950,105469
12559340,0,2,3,2,1987,3314,33773519,-118196422,1908,149146
12559532,0,1,1,1,772,17359,33773611,-118193771,1960,174000
12560097,0,1,1,1,537,7500,33772600,-118195000,1957,49156
12560434,0,2,2,2,1034,10632,33771400,-118195000,1971,87063
12561583,0,0,0,,171,7570,33769892,-118185084,1966,10837
12561757,0,1,0,1,481,33497,33768900,-118186000,1928,149592
12562175,0,1,0,1,369,20451,33767000,-118187000,1923,90370
12562275,0,1,0,1,388,20451,33767000,-118187000,1923,171405
12562867,0,1,2,1,858,7178,33882166,-118196108,1941,120342
12563511,0,2,4,2,1522,10045,33883320,-118199017,1940,228534
12563749,0,1,3,1,1385,7339,33880636,-118195750,1950,246106
12563872,0,1,2,1,1125,5533,33876639,-118195032,1939,162019
12564033,0,3,4,3,1772,6337,33876598,-118197806,1943,257610
12564179,0,1,3,1,1240,5687,33878817,-118196318,1953,56453
12564416,0,2,4,2,2073,5676,33878272,-118201441,1946,358714
12564500,0,1,2,1,880,6128,33876600,-118201587,1943,198690
12565081,0,2,2,2,1174,3864,33871068,-118197959,1949,147686
12565273,0,1,2,1,958,4040,33873246,-118195582,1951,292192
12565956,0,2,3,2,1140,5364,33868127,-118202531,1956,202791
12566140,0,1,2,1,920,5003,33867911,-118197020,1943,278578
12566293,0,1,3,1,1524,5124,33838933,-118219093,1947,163037
12566707,0,1,2,1,955,7406,33836695,-118222482,1942,300000
12566730,0,2,3,2,1522,5520,33835965,-118221882,1924,313528
12567190,0,2,2,2,977,5690,33830609,-118218011,1941,205291
12567290,0,2,3,2,1102,4891,33838474,-118212464,1961,216810
12567390,0,2,3,2,1036,5021,33838669,-118211865,1961,378000
12567490,0,2,3,2,1352,5250,33837581,-118211847,1961,51755
12567718,0,2,3,2,1514,6401,33824118,-118209345,1945,214217
12567941,0,1,3,1,1016,5094,33820475,-118207368,1944,39729
12568309,0,2,3,2,1130,3474,33823333,-118212969,1960,245000
12568562,0,1,3,1,1016,4875,33815489,-118207106,1944,127339
12568662,0,2,5,2,2371,6287,33815687,-118212067,1940,288485
12568754,0,1,2,1,851,6752,33814008,-118207693,1951,229597
12568992,0,2,3,2,1320,6757,33809111,-118206609,1940,250823
12569959,0,1,2,1,698,4723,33811375,-118217553,1946,273223
12570005,0,0,4,,424,4643,33810533,-118219290,1946,227628
12570120,0,2,4,2,1078,6322,33809711,-118220251,1937,241005
12571734,0,1,3,1,1472,5966,33828264,-118223864,1946,335598
12571834,0,1,2,1,998,5416,33825721,-118221755,1948,239848
12571857,0,2,2,2,1111,7224,33828488,-118225096,1945,43809
12572045,0,1,2,1,607,3000,33823690,-118220540,1948,110930
12572129,0,1,3,1,1087,5990,33822928,-118215455,1954,277159
12572152,0,1,2,1,977,3095,33822924,-118218510,1933,86346
12572175,0,2,3,2,1865,6000,33823251,-118220089,1948,211154
12572367,0,1,2,1,736,3020,33822485,-118217359,1940,250000
12575350,0,3,4,3,1679,4968,33855331,-118238317,1963,90096
12575473,0,2,3,2,1392,4938,33855952,-118240555,1963,242969
12575573,0,2,4,2,1545,4929,33856018,-118243065,1964,390000
12575673,0,2,5,2,1978,5760,33853009,-118237518,1964,56248
12575773,0,2,3,2,1362,5517,33852186,-118239289,1964,325128
12575873,0,2,6,2,2120,5772,33851076,-118260042,1964,308309
12575973,0,2,4,2,1813,7053,33852683,-118262103,1964,57068
12576073,0,3,5,3,2303,5984,33853724,-118260366,1964,365903
12576173,0,2,4,2,1586,7509,33853925,-118263384,1960,57679
12576273,0,2,4,2,1478,6900,33856983,-118261247,1960,224262
12576896,0,2,3,2,1465,6471,33857385,-118249433,1961,335789
12576996,0,2,4,2,1543,6345,33853720,-118248805,1962,251740
12577411,0,2,3,2,1362,5137,33848213,-118237020,1965,351777
12577534,0,2,3,2,1632,5573,33851420,-118239492,1964,73840
12577680,0,2,4,2,1488,5515,33851015,-118236901,1964,106073
12577780,0,2,4,2,1440,4962,33849207,-118240580,1967,50950
12578033,0,2,3,2,1395,5401,33836534,-118238665,1966,359708
12578102,0,2,4,2,1225,6402,33832858,-118240959,1961,257467
12578294,0,2,3,2,1145,5814,33833238,-118244699,1963,53370
12578554,0,3,4,3,1419,5504,33834176,-118248776,1963,430000
12578623,0,3,2,3,1182,37518,33832400,-118252000,1981,145701
12579050,0,3,4,3,1840,5535,33830035,-118246442,1965,68968
12579649,0,1,3,1,1258,6171,33814202,-118272928,1951,196616
12579749,0,1,3,1,1012,4991,33811377,-118272925,1944,152416
12579872,0,1,2,1,1103,5906,33810198,-118274089,1944,45236
12579918,0,1,4,1,1260,4845,33818873,-118267678,1951,42789
12580289,0,1,3,1,1460,6950,33814555,-118271160,1947,152079
12580412,0,4,4,4,1568,5787,33812571,-118267709,1946,211310
12580435,0,4,4,4,1848,7927,33815258,-118268894,1947,261357
12580658,0,2,2,2,700,434914,33813176,-118265189,1944,92133
12580681,0,2,2,2,700,434914,33813000,-118266000,1944,165000
12581219,0,2,4,2,1440,5226,33810217,-118277079,1965,155062
12581319,0,2,4,2,1248,5167,33812592,-118285374,1954,409000
12581495,0,1,3,1,1262,5715,33812414,-118278065,1952,54674
12581595,0,2,4,2,1440,5245,33810152,-118281601,1965,59922
12581695,0,1,3,1,1206,5623,33811677,-118281770,1952,202170
12581932,0,2,4,2,1768,3582,33829423,-118254299,1966,432000
12582101,0,2,2,2,971,82645,33824826,-118251082,1992,234739
12582193,0,2,4,2,1483,3192,33825588,-118252988,1964,282275
12582769,0,2,4,2,1540,5018,33821641,-118270221,1951,276727
12582869,0,2,4,2,1244,4985,33822329,-118269054,1951,292626
12582969,0,2,4,2,1460,4971,33822332,-118267713,1951,401000
12583092,0,2,3,2,1268,4981,33820411,-118265684,1951,257763
12583315,0,1,2,1,803,5358,33838439,-118278024,1948,131917
12583460,0,2,3,2,1830,5948,33837212,-118275625,1983,442000
12583798,0,2,4,2,1650,5898,33838992,-118268480,1964,346449
12584381,0,4,6,4,2412,12784,33829318,-118271801,1957,601095
12584655,0,2,2,2,1166,,33830782,-118266505,1979,227620
12585083,0,2,3,2,1330,6651,33825613,-118269386,1957,122279
12585313,0,2,2,2,1268,19529,33824600,-118273000,1990,292458
12585760,0,2,5,2,1613,5534,33834391,-118258906,1963,224564
12585905,0,3,4,3,1565,5068,33832761,-118266584,1956,279401
12586373,0,1,3,1,986,5151,33860187,-118270879,1953,174933
12586765,0,2,3,2,1679,10084,33864587,-118270848,1964,193048
12586788,0,2,3,2,2052,5423,33865698,-118271627,1964,283348
12587674,0,2,3,2,1276,5942,33825641,-118275922,1960,327721
12587720,0,1,3,1,1076,8592,33824749,-118276590,1952,175340
12587926,0,2,4,2,1224,5026,33821101,-118276719,1956,186590
12588118,0,1,3,1,1070,6536,33821030,-118279424,1954,66534
12588141,0,2,3,2,1246,5141,33823363,-118282090,1959,303078
12588187,0,2,2,2,1018,70848,33823900,-118285000,1979,141300
12588302,0,3,5,3,2404,5711,33819892,-118281962,1968,83387
12588379,0,4,5,4,2377,6303,33820409,-118283114,1980,380781
12588707,0,1,2,1,764,5245,33835575,-118281057,1947,194824
12588822,0,3,2,3,985,44747,33835300,-118287000,1988,254995
12589381,0,3,2,3,1152,21403,33829212,-118284706,1981,130080
12589533,0,2,3,2,1051,27003,33829800,-118290000,1994,171384
12589648,0,1,1,1,711,181947,33825000,-118289000,1986,86710
12589755,0,1,1,1,783,77732,33827600,-118292000,1981,104508
12589878,0,2,4,2,1949,5883,33825534,-118292118,1953,273917
12590093,0,2,3,2,1333,7821,33824177,-118297293,1960,468000
12590292,0,3,4,3,1708,5370,33820207,-118291984,1954,258843
12590338,0,3,3,3,1460,211215,33821300,-118291000,1980,82365
12590868,0,2,3,2,1352,5081,33835334,-118295108,1959,327879
12591014,0,2,3,2,1393,5930,33837593,-118289007,1957,448000
12591236,0,2,2,2,1038,79443,33832200,-118292000,1982,262000
12591505,0,1,3,1,1225,5612,33833292,-118294589,1956,348259
12591528,0,2,3,2,1295,5405,33832712,-118296414,1959,262827
12591749,0,2,3,2,1641,6095,33830010,-118305166,1944,118385
12591895,0,4,8,4,2116,18007,33828780,-118303509,1948,429609
12591964,0,2,3,2,2169,7201,33827606,-118305831,1934,390346
12592187,0,1,1,1,684,7201,33826450,-118306080,1930,43036
12592620,0,2,2,2,1124,5491,33822766,-118306662,1949,292013
12592916,0,1,2,1,899,4505,33819214,-118305581,1952,122666
12593133,0,2,3,2,1876,7075,33840565,-118286025,1957,260920
12593256,0,2,3,2,1172,5254,33840714,-118290793,1960,54909
12593690,0,2,3,2,1183,5565,33837436,-118294487,1954,219277
12593912,0,1,2,1,1286,6750,33838543,-118301113,1951,332997
12594058,0,1,2,1,899,8258,33838055,-118303398,1949,54785
12594396,0,2,4,2,1353,5720,33835008,-118299489,1959,63234
12594496,0,2,3,2,1639,6000,33833758,-118306450,1944,234625
12595001,0,2,2,2,968,247525,33843100,-118291000,1982,210764
12595254,0,5,6,5,4919,8478,33843126,-118296865,1919,369539
12595277,0,0,0,,649,6171,33844901,-118297954,1927,34629
12595686,0,2,4,2,1704,5000,33842437,-118305944,1962,437160
12595769,0,2,3,2,1415,7502,33842583,-118304908,1953,72613
12595860,0,4,6,4,2611,7000,33844088,-118304102,1959,327873
12596931,0,1,3,1,1118,5336,33838464,-118338502,1951,86855
12597031,0,2,4,2,1576,5564,33836893,-118335904,1951,169126
12597131,0,2,3,2,1132,4923,33837714,-118333716,1951,143347
12597231,0,1,3,1,1245,5842,33836616,-118331793,1951,146058
12597545,0,3,3,3,1860,4141,33840008,-118318935,1952,471448
12598099,0,2,2,2,1347,4911,33835754,-118324500,1940,57680
12598352,0,2,3,2,1545,7008,33834248,-118326199,1939,622300
12598528,0,2,2,2,1930,6250,33831710,-118318429,1950,574602
12598620,0,1,4,1,2130,9373,33833883,-118317882,1920,235547
12598945,0,1,2,1,669,39807,33835100,-118315000,1993,264265
12599247,0,2,2,2,1197,14500,33821300,-118318000,1984,226277
12599285,0,4,6,4,3042,7447,33820521,-118314994,1955,601796
12599534,0,5,8,5,3340,6506,33823806,-118315645,1943,478714
12599634,0,3,4,3,2078,5100,33829109,-118315399,1912,160491
12599657,0,2,3,2,1926,5100,33830122,-118315411,1912,194328
12599764,0,1,4,1,2229,5100,33825116,-118314249,1926,465602
12600158,0,1,3,1,1000,5375,33818775,-118309572,1950,211153
12600541,0,3,3,3,1490,174102,33826000,-118320000,1979,517000
12601253,0,2,3,2,1367,5600,33830947,-118333132,1920,364413
12601299,0,3,4,3,1948,7801,33830627,-118335170,1957,791000
12601460,0,2,2,2,1236,159116,33830200,-118344000,1964,351000
12601795,0,2,2,2,1303,129250,33827800,-118330000,1984,310106
12601895,0,3,2,3,1165,129089,33828900,-118330000,1985,413924
12602041,0,3,3,3,2231,202845,33826416,-118332049,1987,836383
12602187,0,3,3,3,1445,134476,33828700,-118338000,1985,259956
12602287,0,3,2,3,1186,239039,33828500,-118341000,1986,497702
12602410,0,2,2,2,1272,103350,33828900,-118332000,1986,409842
12602510,0,2,2,2,1362,127030,33827700,-118333000,1987,488000
12602610,0,3,3,3,1721,149013,33825300,-118339000,1987,139693
12602710,0,3,2,3,1273,141596,33824978,-118336095,1988,422372
12602810,0,3,3,3,1404,198011,33824200,-118336000,1988,304082
12603946,0,2,3,2,1530,5619,33813658,-118312962,1961,548551
12604084,0,2,4,2,1942,7096,33809665,-118313255,1967,710000
12604268,0,1,2,1,771,5985,33814289,-118309650,1948,260870
12604437,0,3,3,3,1707,5760,33833597,-118342428,1955,124636
12605151,0,4,3,4,2364,13004,33834084,-118329553,1950,863000
12605358,0,1,3,1,968,5876,33813553,-118283982,1952,194105
12605752,0,3,6,3,2820,4516,33817410,-118275385,1967,192898
12606044,0,2,4,2,1768,5385,33815337,-118279559,1967,127812
12607232,0,3,4,3,2048,7517,33819331,-118348317,1964,867000
12607324,0,3,4,3,2919,6691,33818698,-118352019,1977,383805
12607649,0,2,2,2,1117,986080,33819905,-118342270,1963,535489
12607749,0,2,2,2,1117,484867,33822000,-118344000,1963,118267
12607849,0,2,1,2,950,484867,33822000,-118344000,1963,300056
12607949,0,2,1,2,1117,523803,33817700,-118342000,1963,285221
12608049,0,2,1,2,950,523803,33817700,-118342000,1963,77058
12608492,0,2,3,2,1756,5356,33820218,-118322471,1967,85016
12608630,0,2,3,2,1771,5744,33819058,-118325049,1971,642000
12608653,0,2,3,2,1343,6800,33818337,-118324618,1958,294916
12608676,0,2,4,2,2227,7138,33817605,-118324851,1972,224238
12608722,0,2,3,2,1607,5778,33817601,-118322880,1962,404356
12609106,0,3,4,3,2100,8679,33816873,-118321838,1981,391840
12609244,0,3,4,3,2138,7969,33814411,-118323299,1973,680963
12609359,0,2,3,2,2282,6090,33813693,-118326344,1959,79959
12609597,0,2,3,2,1248,6001,33813681,-118324034,1959,494075
12609720,0,3,4,3,2562,4710,33810055,-118322737,1986,455646
12609866,0,2,4,2,2192,6053,33810771,-118318179,1972,296951
12610487,0,3,5,3,2232,6196,33808130,-118309377,1956,308966
12610610,0,1,2,1,976,6630,33805186,-118313238,1954,63803
12610702,0,2,3,2,1126,6764,33804243,-118309547,1954,470294
12611124,0,1,3,1,1318,6963,33795977,-118324797,1931,236926
12611323,0,2,3,2,1454,4972,33791138,-118322188,1975,386834
12611736,0,3,4,3,3249,5320,33792143,-118325794,1990,669459
12612179,0,2,3,2,2242,5063,33805496,-118324746,1952,508963
12612614,0,3,3,3,1681,3826,33794447,-118317203,1950,486964
12612637,0,4,6,4,2420,4896,33795943,-118317458,1958,348841
12612729,0,3,4,3,2525,13623,33796310,-118316041,1956,659956
12613264,0,1,1,1,713,99511,33803700,-118327000,1987,203995
12613875,0,1,3,1,1821,9826,33799757,-118315390,1933,376234
12614433,0,2,2,2,990,47026,33807400,-118352000,1970,375484
12614645,0,2,3,2,1370,5999,33818100,-118328686,1960,101342
12615229,0,3,4,3,2556,5975,33816303,-118330972,1965,254522
12615352,0,2,4,2,1864,5292,33852036,-118251505,1971,85483
12615375,0,2,4,2,1712,5017,33850516,-118248208,1971,239962
12615613,0,3,5,3,2186,5163,33849056,-118243063,1969,65638
12616074,0,3,4,3,1872,4949,33851436,-118256819,1968,293897
12616197,0,2,3,2,1612,4627,33850788,-118257168,1968,186787
12616297,0,2,4,2,1527,4726,33849329,-118257789,1968,222807
12616397,0,2,4,2,1712,5067,33849487,-118255394,1969,423291
12616497,0,2,3,2,1612,5735,33850559,-118254136,1969,51766
12616954,0,1,4,1,1223,5945,33801632,-118209875,1929,382390
12617644,0,1,2,1,851,4851,33800979,-118217004,1949,156711
12617690,0,2,3,2,1188,6070,33800507,-118217494,1977,345000
12617782,0,1,2,1,1275,4987,33798485,-118215358,1939,268504
12618171,0,1,2,1,888,4563,33807008,-118259794,1950,38091
12618423,0,2,4,2,1612,6161,33802617,-118262657,1940,224186
12618974,0,2,4,2,1846,6154,33806775,-118264617,1978,188376
12619127,0,2,3,2,1291,,33801687,-118264726,1960,329206
12619403,0,2,3,2,1586,4619,33799518,-118268715,1969,210517
12619503,0,2,4,2,1616,4804,33803904,-118268646,1968,233605
12620025,0,2,2,2,842,313202,33814800,-118288000,1973,95206
12620125,0,2,2,2,842,313202,33814800,-118288000,1973,135010
12620394,0,2,4,2,1317,5680,33817617,-118293275,1951,182196
12620494,0,3,3,3,1362,42867,33818500,-118296000,1988,285126
12620623,0,1,2,1,1100,7522,33817118,-118295632,1951,160698
12620857,0,2,3,2,1290,5424,33813806,-118289841,1960,301142
12621695,0,3,4,3,2079,5010,33809624,-118297053,1965,78898
12621971,0,3,4,3,2330,6081,33806550,-118293732,1966,612000
12622032,0,2,3,2,1646,5322,33807836,-118291885,1968,167897
12622315,0,3,4,3,2330,5765,33803330,-118293355,1965,342077
12622422,0,3,4,3,2711,7329,33797011,-118300802,1961,323024
12622796,0,1,2,1,750,9397,33790799,-118310029,1926,176022
12623155,0,1,3,1,1084,6572,33796470,-118304673,1954,50750
12623224,0,3,5,3,2069,6600,33794156,-118306297,1948,368857
12623247,0,1,3,1,1139,5913,33793483,-118303642,1951,124686
12623293,0,4,7,4,3261,8898,33792187,-118304737,1948,660000
12623483,0,1,3,1,1292,8445,33791064,-118299835,1917,177205
12623719,0,3,2,3,1008,73795,33785300,-118301000,1986,237992
12624314,0,3,4,3,1875,6278,33782080,-118299905,1965,92770
12624808,0,2,4,2,1664,7512,33781308,-118308599,1943,410000
12624868,0,1,2,1,1139,5175,33779183,-118280627,1949,184226
12625737,0,3,3,3,1331,121951,33792539,-118283849,1981,307000
12626241,0,1,3,1,920,4986,33796941,-118278258,1953,60613
12626639,0,2,3,2,1392,5161,33792384,-118280719,1962,286801
12626914,0,2,3,2,1431,6649,33791481,-118270228,1930,507409
12627136,0,1,2,1,675,5238,33789178,-118278231,1952,166151
12627342,0,1,2,1,756,6648,33787726,-118269933,1921,234980
12627687,0,2,3,2,1105,4798,33785468,-118277272,1956,272459
12627787,0,2,4,2,2250,5402,33784428,-118275748,1955,443000
12628230,0,2,5,2,1740,6280,33781304,-118275674,1952,241750
12628459,0,2,4,2,1674,7580,33779940,-118272374,1925,42385
12628854,0,1,1,1,1380,5150,33778010,-118267625,1947,62212
12629111,0,1,3,1,1204,4492,33773570,-118276977,1954,50746
12629164,0,2,4,2,1768,6170,33775719,-118276520,1963,58701
12629420,0,1,3,1,920,7188,33774173,-118270586,1953,43599
12630286,0,2,3,2,1509,7292,33789826,-118265079,1923,42377
12630607,0,3,4,3,1705,6645,33785540,-118269125,1929,314574
12630882,0,1,2,1,1008,3559,33783110,-118267743,1924,195079
12630905,0,3,3,3,1704,6649,33783754,-118268547,1951,360000
12631005,0,2,2,2,1552,6612,33797388,-118267204,1953,60949
12631289,0,2,3,2,1785,6647,33794285,-118269812,1994,234780
12631412,0,2,4,2,1912,8002,33793710,-118265373,1955,90549
12631435,0,2,2,2,1230,5484,33793678,-118264236,1927,264094
12631534,0,2,4,2,1000,5485,33792608,-118264152,1926,53363
12631626,0,1,1,1,562,5550,33791317,-118268191,1929,128926
12631649,0,3,3,3,1584,6645,33791927,-118269627,1931,51769
12631672,0,2,4,2,1734,5420,33798526,-118261600,1938,418190
12631877,0,1,2,1,966,5670,33795620,-118260716,1948,172073
12632000,0,2,5,2,1696,5672,33793821,-118259493,1930,313312
12632123,0,1,3,1,1401,7114,33787259,-118255465,1928,229513
12633766,0,2,3,2,1176,5603,33784300,-118249248,1972,206492
12633812,0,3,5,3,2086,5096,33786344,-118248287,1958,79660
12634102,0,1,3,1,1020,4514,33790491,-118244751,1945,160795
12634306,0,1,2,1,1728,4649,33784861,-118243379,1909,107493
12634390,0,1,1,1,951,6407,33785038,-118245074,1914,29325
12634889,0,3,5,3,1990,4769,33792286,-118246177,1954,375000
12635087,0,3,5,3,2053,5313,33792927,-118243652,1923,225413
12636780,0,2,3,2,1024,4782,33794271,-118206638,1936,61349
12636880,0,1,2,1,1038,6528,33794033,-118210510,1940,143559
12637231,0,4,4,4,1650,5843,33791846,-118207704,1946,345939
12638167,0,2,3,2,1280,5374,33814728,-118306351,1969,92847
12638359,0,2,4,2,1574,5452,33812734,-118299247,1968,418039
12638574,0,2,4,2,1574,6000,33811182,-118302843,1969,479390
12638735,0,2,3,2,1075,165454,33813500,-118308000,1973,271000
12638835,0,2,2,2,1075,147280,33811100,-118308000,1973,220014
12638935,0,2,3,2,1200,6001,33810720,-118303316,1971,404069
12638958,0,2,3,2,1475,7698,33813152,-118306633,1971,501000
12639058,0,3,5,3,1742,5000,33809674,-118305836,1971,161308
12639264,0,2,4,2,1621,5000,33805357,-118304723,1961,255755
12639287,0,2,2,2,994,271197,33805800,-118307000,1976,231560
12639502,0,1,3,1,1053,7092,33801944,-118300644,1953,387591
12639579,0,3,3,3,1685,78042,33801896,-118300215,1995,322261
12639671,0,1,2,1,1053,6251,33801524,-118301707,1953,340428
12639771,0,2,4,2,1738,7579,33799648,-118306190,1951,500305
12640085,0,3,3,3,1845,29152,33800338,-118298067,1992,366092
12640624,0,2,4,2,1934,5324,33764715,-118299258,1962,300587
12640770,0,2,4,2,1569,5499,33760626,-118298958,1961,267522
12640993,0,3,4,3,2198,7370,33763305,-118295247,1963,232779
12641262,0,3,3,3,1598,504969,33765042,-118303326,1978,257869
12641362,0,3,3,3,1598,436585,33764493,-118304841,1979,263733
12641708,0,3,2,3,1434,545916,33764025,-118306256,1982,353108
12641808,0,3,3,3,1598,545916,33763438,-118303189,1980,313306
12641908,0,2,2,2,1092,116052,33765900,-118308000,1990,305463
12642177,0,3,3,3,1328,255189,33762277,-118303835,1976,115294
12642277,0,3,4,3,1595,157823,33761481,-118303393,1975,461829
12642377,0,3,4,3,1595,315684,33761887,-118301954,1975,100746
12642477,0,2,4,2,1742,6075,33758542,-118301503,1974,327942
12642577,0,3,3,3,1768,6303,33757842,-118302524,1974,233658
12642677,0,3,3,3,1768,8072,33759316,-118306063,1973,797369
12642777,0,2,3,2,1240,191373,33758349,-118309899,1974,277496
12642877,0,2,3,2,1274,76476,33760262,-118310648,1975,270888
12643127,0,3,3,3,1758,98075,33756900,-118304000,1983,331768
12643227,0,2,2,2,1077,100495,33754700,-118308000,1987,165712
12643327,0,2,2,2,990,66624,33756000,-118308000,1987,367192
