zpid,latitude,longitude,cityid,countryid,zipcpde,amount
13954002,33754938,-117941210,24832,1286,97050,350314
13954555,33760238,-117942070,24832,1286,97050,223467
13954670,33747058,-117944634,24832,1286,97050,93623
13954693,33747076,-117942821,24832,1286,97050,195656
13954839,33746752,-117949700,34780,1286,96990,216315
13955077,33762959,-117950802,24832,1286,97050,253305
13955146,33753160,-117950379,24832,1286,97050,325114
13955560,33750609,-117948140,34780,1286,96990,632102
13955794,33770991,-117934996,24832,1286,97050,248068
13955840,33772653,-117931296,24832,1286,97050,392757
13956032,33768958,-117929487,24832,1286,97050,234977
13956078,33769456,-117931686,24832,1286,97050,346504
13956162,33767823,-117933385,24832,1286,97050,361406
13956208,33769711,-117935731,24832,1286,97050,428000
13956231,33768871,-117935112,24832,1286,97050,324745
13956772,33750310,-117933955,47568,1286,97003,104115
13957131,33770287,-117922747,24832,1286,97050,396469
13957429,33764077,-117932292,24832,1286,97050,256009
13957667,33755917,-117929341,47568,1286,97003,338020
13958026,33752073,-117925967,47568,1286,97003,438489
13959274,33769959,-117904082,24832,1286,97050,471451
13959757,33765989,-117907312,24832,1286,97050,216621
13960164,33764799,-117897211,47568,1286,97006,382179
13960187,33772262,-117915283,24832,1286,97050,591500
13960492,33772515,-117902450,47568,1286,97050,332496
13961421,33744411,-117802308,40081,1286,97005,200138
13962196,33749822,-117799984,27491,1286,97016,405729
13962219,33736750,-117808273,27491,1286,97016,343249
13964168,33747043,-117618950,16389,1286,96986,417528
13965244,33742219,-117978126,34780,1286,96990,294151
13965443,33722223,-117980433,25218,1286,96965,101014
13965466,33721001,-117980417,25218,1286,96965,571000
13965489,33721028,-117980895,25218,1286,96965,262429
13965604,33722535,-117986660,25218,1286,96965,74105
13965734,33741687,-117972816,34780,1286,96990,333744
13965757,33742124,-117972007,34780,1286,96990,123311
13965949,33739529,-117975673,34780,1286,96990,279461
13966072,33740266,-117971975,34780,1286,96990,46030
13966264,33720938,-117976024,25218,1286,96965,670000
13967032,33718519,-117980945,25218,1286,96965,680836
13967055,33716039,-117980400,25218,1286,96965,620619
13967247,33730856,-117975335,34780,1286,96990,460577
13967577,33737122,-117981358,34780,1286,96990,323034
13967623,33735909,-117971940,34780,1286,96990,319278
13967961,33736414,-117979529,34780,1286,96990,469952
13968084,33718247,-117973452,25218,1286,96965,284012
13968276,33730624,-117984014,34780,1286,96990,647687
13968399,33743909,-117981623,34780,1286,96990,652000
13968422,33743126,-117981444,34780,1286,96990,272296
13968568,33740884,-117982077,34780,1286,96990,551240
13968906,33726741,-117975785,34780,1286,96990,294736
13969159,33740342,-117951147,34780,1286,96990,74749
13969182,33731444,-117952755,8384,1286,97008,476110
13969451,33731186,-117938601,8384,1286,97008,368310
13969566,33742233,-117942454,24832,1286,97050,220138
13969650,33742930,-117929409,47568,1286,97004,311481
13969765,33739184,-117929367,47568,1286,97004,320067
13969918,33731622,-117929936,47568,1286,97004,42942
13970041,33733721,-117928074,47568,1286,97004,192393
13970233,33734418,-117933508,47568,1286,97004,345198
13970494,33742084,-117938835,47568,1286,97004,277641
13970793,33735902,-117943072,24832,1286,97050,78970
13971177,33740519,-117945451,24832,1286,96990,442135
13971200,33740764,-117946699,34780,1286,96990,281074
13971507,33736130,-117938607,47568,1286,97004,293297
13971737,33735299,-117921447,47568,1286,97004,185573
13971814,33732979,-117946442,34780,1286,96990,144634
13972052,33741870,-117948064,34780,1286,96990,91387
13972075,33743007,-117947749,34780,1286,96990,114412
13972221,33731371,-117921597,8384,1286,97008,334000
13972367,33733575,-117949622,34780,1286,96990,615159
13972528,33733273,-117924822,47568,1286,97004,514888
13972597,33743400,-117937000,47568,1286,97003,182229
13972834,33731734,-117897819,47568,1286,97004,309140
13973432,33737929,-117891266,47568,1286,97003,54773
13973793,33733899,-117892694,47568,1286,97004,245892
13974768,33735913,-117906134,47568,1286,97004,204441
13974791,33737388,-117908442,47568,1286,97004,227101
13974860,33736764,-117910099,47568,1286,97004,150471
13974883,33740424,-117904549,47568,1286,97004,308975
13974906,33741496,-117903157,47568,1286,97004,231726
13975075,33739729,-117909625,47568,1286,97004,378558
13975798,33709265,-118021776,25218,1286,96965,95179
13976420,33706047,-118020899,25218,1286,96965,101369
13976589,33682572,-118014507,25218,1286,96966,1114704
13976689,33677339,-118013796,25218,1286,96966,1803954
13976789,33678839,-118012539,25218,1286,96966,1411571
13977050,33690241,-118015050,25218,1286,96966,1250173
13977388,33686269,-117999771,25218,1286,96966,505371
13977656,33691432,-118002659,25218,1286,96966,842354
13977983,33690223,-117974403,8384,1286,97008,599040
13978106,33689000,-117975744,8384,1286,97008,725000
13978352,33699695,-117973805,8384,1286,97008,304584
13978444,33699825,-117976074,8384,1286,97008,119537
13978467,33698813,-117974896,8384,1286,97008,102567
13978582,33700691,-117978651,8384,1286,97008,338387
13978897,33694568,-117973441,8384,1286,97008,517804
13979254,33642541,-117966879,25218,1286,96964,103096
13979277,33642409,-117967748,25218,1286,96964,65622
13979645,33634350,-117908351,38032,1286,96959,324724
13979829,33631985,-117905669,38032,1286,96959,63591
13980251,33635211,-117896472,53571,1286,96978,1288835
13980597,33637231,-117892777,53571,1286,96978,460842
13980789,33635411,-117895052,53571,1286,96978,175886
13980935,33634016,-117892574,53571,1286,96978,688796
13981188,33628058,-117890995,53571,1286,96978,2516648
13981311,33622643,-117894290,53571,1286,96978,3937000
13981457,33628231,-117893718,53571,1286,96978,2600949
13981756,33657309,-117895592,38032,1286,96959,462217
13982070,33649284,-117895819,53571,1286,96978,82138
13982185,33662701,-117882033,53571,1286,96978,531620
13982208,33670121,-117886830,38032,1286,96959,152860
13982664,33474095,-117687073,17686,1286,96961,195371
13983416,33457867,-117662590,,1286,96956,184238
13983562,33461336,-117661319,,1286,96956,107621
13983585,33460073,-117659397,,1286,96956,288923
13983608,33462966,-117658896,,1286,96956,490444
13983915,33461058,-117657054,,1286,96956,235471
13984137,33454497,-117661086,,1286,96956,617665
13984298,33462188,-117664850,,1286,96956,124429
13985511,33825463,-117983441,16764,1286,97023,344163
13985987,33822114,-117985999,16764,1286,97023,135771
13986033,33824531,-117986585,16764,1286,97023,243923
13986693,33819875,-117991836,16764,1286,97023,277740
13986943,33815070,-117986047,42967,1286,96203,147242
13987173,33814437,-117975726,16764,1286,97023,434484
13987196,33814133,-117978331,,1286,97023,256188
13987319,33810545,-117978145,,1286,97023,385732
13987854,33807391,-117977935,,1286,97023,190245
13988677,33831587,-117969000,16764,1286,97023,167676
13988899,33826938,-117961286,,1286,97023,502772
13989006,33828566,-117962553,,1286,97023,485958
13989390,33823005,-117971432,16764,1286,97023,422356
13989459,33824541,-117970540,16764,1286,97023,65394
13989751,33823340,-117961300,,1286,97023,274446
13990180,33820022,-117971720,16764,1286,97023,94374
13990471,33814994,-117960623,,1286,97023,274443
13990862,33812798,-117964500,,1286,97023,202180
13991085,33811629,-117971331,16764,1286,97023,241639
13991338,33808583,-117966010,,1286,97023,210042
13991484,33807519,-117962904,,1286,97023,48809
13991906,33805727,-117965274,,1286,97023,292628
13992082,33803491,-117959323,16764,1286,97023,188603
13992559,33830572,-117957777,16764,1286,97023,428391
13992582,33830118,-117957169,16764,1286,97023,92527
13992820,33829119,-117950724,16764,1286,97023,369659
13993042,33827498,-117941261,16764,1286,97023,233327
13993226,33825482,-117947375,16764,1286,97023,283554
13994024,33822106,-117947283,16764,1286,97023,354660
13994354,33820413,-117944002,16764,1286,97023,273803
13994807,33818447,-117955976,16764,1286,97023,157931
13994868,33815312,-117954361,16764,1286,97023,341169
13995075,33814054,-117946375,16764,1286,97023,276445
13995490,33808340,-117955911,16764,1286,97023,453891
13996142,33805584,-117953444,16764,1286,97023,309463
13996372,33812461,-117952424,16764,1286,97023,225615
13997266,33810000,-117933029,16764,1286,97021,255753
13997289,33810309,-117938800,16764,1286,97021,243174
13997335,33809222,-117937817,16764,1286,97021,91768
13997481,33804841,-117938453,16764,1286,97021,45651
13997565,33806718,-117935703,16764,1286,97021,79157
13997940,33786436,-118013540,24832,1286,97052,356460
13998063,33787125,-118011602,24832,1286,97052,370716
13998424,33786187,-118023448,24832,1286,97052,288271
13998716,33787950,-118036927,24832,1286,97052,98939
13998885,33787717,-118040474,24832,1286,97052,272456
13999008,33791945,-118036976,24832,1286,97052,549000
13999154,33789969,-118034141,24832,1286,97052,74493
13999369,33790337,-118024052,24832,1286,97052,482000
13999392,33789076,-118024717,24832,1286,97052,68941
13999661,33791437,-118016545,24832,1286,97052,226170
13999899,33781264,-118016368,24832,1286,97052,319534
14000045,33777932,-118016579,24832,1286,97052,157501
14000191,33775301,-118011233,24832,1286,97052,265536
14000314,33776080,-118015508,24832,1286,97052,353234
14000460,33788035,-118066931,46314,1286,96218,338786
14000743,33788249,-118070037,46314,1286,96218,291517
14000889,33783239,-118024514,24832,1286,97052,395227
14001012,33782127,-118027191,24832,1286,97052,524000
14001158,33777421,-118021627,24832,1286,97052,729285
14001642,33775917,-118024929,24832,1286,97052,338982
14001665,33775915,-118024521,24832,1286,97052,341527
14001711,33775485,-118024089,24832,1286,97052,79196
14001780,33775692,-118021123,24832,1286,97052,528000
14001972,33791546,-118070021,46314,1286,96218,671392
14002118,33784640,-118028009,24832,1286,97052,124879
14002488,33797090,-117996223,42967,1286,96203,273273
14002657,33799797,-117995792,42967,1286,96203,59578
14002985,33789567,-117985705,,1286,97023,354427
14003437,33791622,-117994833,42967,1286,96203,196299
14003789,33791328,-117996877,42967,1286,96203,42033
14003812,33790337,-117997264,42967,1286,96203,42604
14004560,33778421,-117984313,24832,1286,97048,77623
14005226,33801411,-118004920,42967,1286,96203,151876
14005395,33801472,-118001606,42967,1286,96203,54847
14005590,33801827,-117982564,24832,1286,97048,502272
14006181,33801633,-117960501,,1286,97048,279083
14006219,33800395,-117961306,24832,1286,97048,77856
14006411,33796225,-117963218,24832,1286,97048,79204
14006534,33798299,-117969113,24832,1286,97048,52135
14006657,33797630,-117972292,24832,1286,97048,75206
14006749,33795920,-117978868,24832,1286,97048,50777
14006918,33796203,-117979934,24832,1286,97048,670000
14007018,33793422,-117982996,24832,1286,97048,490000
14007041,33795217,-117980476,24832,1286,97048,331394
14007064,33792715,-117979350,24832,1286,97048,49489
14007233,33792956,-117974903,24832,1286,97048,362440
14007256,33792699,-117976350,24832,1286,97048,55069
14007302,33793021,-117974247,24832,1286,97048,436000
14007325,33794930,-117973061,24832,1286,97048,86981
14007348,33794066,-117971247,24832,1286,97048,488057
14007517,33792341,-117963185,24832,1286,97048,478080
14007763,33791985,-117959896,24832,1286,97048,69697
14007977,33791024,-117969632,24832,1286,97048,283034
14008184,33789505,-117975232,24832,1286,97048,130292
14008322,33791358,-117980814,24832,1286,97048,139744
14008345,33790926,-117980566,24832,1286,97048,311467
14008949,33782770,-117963950,24832,1286,97048,335059
14009494,33780516,-117971131,24832,1286,97048,367546
14009517,33778713,-117971460,24832,1286,97048,449539
14009686,33778047,-117967110,24832,1286,97048,59139
14010207,33774446,-117969593,24832,1286,97048,284576
14010467,33774635,-117979030,24832,1286,97048,95215
14010551,33775885,-117982761,24832,1286,97048,364814
14010574,33774973,-117982749,24832,1286,97048,375552
14010747,33829526,-118013346,10608,1286,96180,311716
14010939,33826787,-118015670,10608,1286,96180,52282
14010985,33825191,-118025899,44833,1286,96185,160993
14011269,33823389,-118019086,10608,1286,96185,378000
14011599,33822545,-118013104,10608,1286,96180,359111
14011912,33816747,-118018319,10608,1286,96180,51081
14012219,33812561,-118023376,10608,1286,96180,74002
14012319,33814002,-118020212,10608,1286,96180,416412
14012465,33814891,-118015387,16764,1286,97023,55565
14012611,33811895,-118013944,16764,1286,97023,413500
14012657,33811928,-118018758,10608,1286,96180,447000
14012680,33811673,-118018343,10608,1286,96180,50777
14012956,33809473,-118016687,44833,1286,96185,120430
14013293,33806921,-118013460,44833,1286,96185,554409
14013339,33806864,-118014018,44833,1286,96185,601000
14013554,33821145,-118021897,44833,1286,96185,573781
14013883,33804609,-118011131,42967,1286,96203,110491
14014182,33828883,-118016209,10608,1286,96180,397230
14014790,33836962,-117995466,10608,1286,96180,361401
14014959,33836572,-118005584,10608,1286,96180,190967
14015833,33830867,-118003071,16764,1286,97023,377352
14015986,33825835,-118006322,16764,1286,97023,56884
14016155,33827085,-117998312,16764,1286,97023,469190
14016603,33852674,-118009031,10608,1286,96180,245133
14016749,33850977,-118006022,10608,1286,96180,73929
14016795,33846840,-118007888,10608,1286,96180,180828
14017354,33853956,-117998503,10608,1286,96180,407992
14017446,33853077,-118000263,10608,1286,96180,313530
14017774,33853656,-117993887,10608,1286,96180,375017
14018621,33689767,-117933854,38032,1286,96958,568535
14018744,33690421,-117933294,38032,1286,96958,440531
14018767,33691059,-117928346,38032,1286,96958,417917
14019036,33688450,-117931012,38032,1286,96958,74817
14019289,33685775,-117926875,38032,1286,96958,405627
14019504,33683476,-117930719,38032,1286,96958,366988
14020379,33676739,-117921392,38032,1286,96958,525025
14020463,33675305,-117922257,38032,1286,96958,77543
14020830,33672715,-117942467,38032,1286,96958,312211
14021460,33669070,-117934764,38032,1286,96958,898658
14021897,33672096,-117932072,38032,1286,96958,139475
14021997,33691997,-117930377,38032,1286,96958,600028
14022166,33670418,-117932516,38032,1286,96958,410992
14022308,33711961,-117881833,47568,1286,97007,344004
14022431,33715660,-117878714,47568,1286,97007,361521
14022500,33714187,-117880113,47568,1286,97007,191674
14022646,33715733,-117877687,47568,1286,97007,430000
14022792,33715057,-117889062,47568,1286,97004,365530
14022961,33712543,-117886812,47568,1286,97004,344782
14023153,33709300,-117887413,47568,1286,97004,231766
14023391,33682635,-117909486,38032,1286,96958,79113
14023414,33683005,-117908295,38032,1286,96958,647000
14023552,33681519,-117899649,38032,1286,96958,59898
14023652,33681474,-117906192,38032,1286,96958,374193
14023844,33681304,-117914327,38032,1286,96958,57548
14024562,33665889,-117915290,38032,1286,96958,350398
14024785,33664006,-117913515,38032,1286,96958,418754
14024931,33662839,-117911223,38032,1286,96958,69246
14025392,33684750,-117889113,38032,1286,96958,289982
14025745,33676764,-117902374,38032,1286,96958,250696
14026006,33674560,-117903819,38032,1286,96958,77622
14026029,33675695,-117903189,38032,1286,96958,548310
14026052,33674996,-117903347,38032,1286,96958,448650
14026144,33686379,-117910012,38032,1286,96958,547754
14026505,33676323,-117898677,38032,1286,96958,384799
14026650,33686243,-117906439,38032,1286,96958,332623
14026819,33684065,-117897926,38032,1286,96958,393393
14026903,33743936,-117996856,34780,1286,96990,152351
14026941,33741566,-117992343,,1286,96990,680000
14027033,33739310,-117992290,,1286,96973,382492
14027612,33722376,-117991129,25218,1286,96965,63137
14028194,33738025,-118001812,34780,1286,96990,183843
14028477,33726728,-118003375,25218,1286,96965,791079
14028523,33724878,-118004732,25218,1286,96965,369824
14028884,33722104,-118003629,25218,1286,96965,522699
14029045,33742798,-117995492,34780,1286,96990,358710
14029309,33737332,-117967224,34780,1286,96990,710245
14029900,33731076,-117966044,34780,1286,96990,556000
14030053,33717287,-117960653,8384,1286,97008,542285
14030506,33723093,-117961671,8384,1286,97008,259930
14030629,33722834,-117969895,8384,1286,97008,650000
14030752,33720712,-117960925,8384,1286,97008,431844
14030852,33720327,-117967614,8384,1286,97008,402831
14031395,33721950,-117954949,8384,1286,97008,410874
14031418,33720752,-117956975,8384,1286,97008,748000
14031541,33733311,-117954898,34780,1286,96990,666252
14031564,33735821,-117957547,34780,1286,96990,667000
14031733,33734340,-117959847,34780,1286,96990,122340
14031856,33723349,-117969456,8384,1286,97008,595708
14032125,33739899,-117963624,34780,1286,96990,322664
14032409,33725810,-117954932,8384,1286,97008,471446
14032962,33729303,-117958678,8384,1286,97008,260161
14033198,33717542,-117933025,8384,1286,97008,332001
14033482,33722000,-117932644,8384,1286,97008,629000
14033843,33728957,-117930554,8384,1286,97008,819000
14034173,33725363,-117921539,8384,1286,97008,407056
14034433,33740420,-117915389,47568,1286,97004,108669
14034486,33742284,-117915662,47568,1286,97004,223793
14034800,33734791,-117914923,47568,1286,97004,355334
14034946,33728530,-117924114,8384,1286,97008,845259
14035092,33722175,-117922581,8384,1286,97008,562527
14035307,33730708,-117921553,8384,1286,97008,384228
14035545,33721718,-117933082,8384,1286,97008,384799
14036029,33727789,-117915489,,1286,97004,52506
14036098,33744057,-117914644,47568,1286,97004,381101
14036357,33739019,-118038061,25218,1286,96967,69016
14036572,33732519,-118037961,25218,1286,96967,566127
14036833,33730560,-118016943,25218,1286,96965,584707
14036956,33735712,-118006319,25218,1286,96965,124886
14037125,33738523,-118009269,25218,1286,96965,324749
14037248,33738508,-118011510,25218,1286,96965,355680
14037486,33740086,-118011860,25218,1286,96965,64423
14037632,33743302,-118015791,25218,1286,96965,580000
14037770,33742058,-118009026,25218,1286,96965,74604
14037862,33741107,-118006541,34780,1286,96965,278998
14037985,33731656,-118009410,25218,1286,96965,225204
14038054,33733539,-118007710,25218,1286,96965,580032
14038123,33732096,-118009629,25218,1286,96965,473232
14038361,33737476,-118021561,25218,1286,96965,271023
14038384,33738677,-118022388,25218,1286,96965,485972
14038430,33738693,-118020546,25218,1286,96965,535740
14038691,33736487,-118019276,25218,1286,96965,512100
14038837,33734219,-118020425,25218,1286,96965,318853
14038906,33742665,-118019210,25218,1286,96965,77241
14038952,33741236,-118022213,25218,1286,96965,625606
14039058,33736314,-118013743,25218,1286,96965,402479
14039204,33734918,-118009435,25218,1286,96965,296576
14039555,33729108,-118038577,25218,1286,96967,289356
14039578,33727927,-118038836,25218,1286,96967,596985
14039985,33727722,-118036160,25218,1286,96967,273735
14040008,33727768,-118032788,25218,1286,96967,562846
14040177,33727997,-118031463,25218,1286,96967,61484
14040415,33725416,-118030173,25218,1286,96967,86209
14040561,33725838,-118010179,25218,1286,96965,120512
14040875,33719068,-118008092,25218,1286,96965,211146
14041228,33719292,-118008828,25218,1286,96965,264138
14041328,33716638,-118026198,25218,1286,96967,320015
14041374,33722055,-118013813,25218,1286,96965,680000
14041397,33721108,-118013734,25218,1286,96965,278998
14041543,33718480,-118022422,25218,1286,96965,753765
14041835,33724151,-118013781,25218,1286,96965,97810
14042104,33725209,-118022061,25218,1286,96965,107703
14042419,33728815,-118008953,25218,1286,96965,232714
14042849,33723458,-118014945,25218,1286,96965,775636
14043164,33724899,-118006808,25218,1286,96965,592790
14043787,33657027,-117985384,25218,1286,96964,358000
14043933,33654393,-117984863,25218,1286,96964,476000
14044125,33655799,-117981793,25218,1286,96964,225673
14044808,33656669,-117971281,25218,1286,96964,251431
14044991,33646119,-117969655,25218,1286,96964,61707
14045160,33648810,-117968918,25218,1286,96964,376104
14045283,33647380,-117966943,25218,1286,96964,550688
14045452,33646366,-117956292,25218,1286,96964,517747
14045936,33647745,-117963007,25218,1286,96964,700804
14046051,33654851,-117954430,25218,1286,96964,91487
14047156,33642267,-117958328,25218,1286,96964,123936
14047609,33670340,-117975842,25218,1286,96964,280349
14047855,33663968,-117953717,25218,1286,96964,387206
14047878,33663389,-117954664,25218,1286,96964,338698
14048001,33667435,-117964238,25218,1286,96964,734385
14048439,33662778,-117967397,25218,1286,96964,684000
14048608,33659119,-117967544,25218,1286,96964,779932
14048677,33664730,-117969111,25218,1286,96964,132919
14049076,33660525,-117964183,25218,1286,96964,294794
14049391,33664101,-117958915,25218,1286,96964,424431
14049514,33669700,-117954147,25218,1286,96964,540150
14049821,33661733,-117982962,25218,1286,96964,351679
14049944,33662676,-117986401,25218,1286,96964,745000
14050028,33659700,-117983821,25218,1286,96964,645872
14050366,33668745,-117960809,25218,1286,96964,108830
14050489,33667680,-117960337,25218,1286,96964,824080
14050727,33658728,-117963389,25218,1286,96964,335692
14051180,33670753,-117979237,25218,1286,96964,843000
14051472,33671611,-117971379,25218,1286,96964,723500
14051572,33668800,-117974341,25218,1286,96964,286004
14051695,33668296,-117975485,25218,1286,96964,504282
14051818,33666968,-117977668,25218,1286,96964,705443
14051918,33670754,-117978764,25218,1286,96964,366137
14052110,33683502,-117984190,25218,1286,96964,463767
14052309,33681187,-117982576,25218,1286,96964,61258
14052478,33680475,-117980238,25218,1286,96964,65778
14052700,33678919,-117957935,25218,1286,96964,403103
14052823,33676002,-117959154,25218,1286,96964,269532
14052892,33676517,-117955731,25218,1286,96964,660733
14053191,33677418,-117972880,25218,1286,96964,229015
14053329,33678814,-117967847,25218,1286,96964,212942
14053588,33673011,-117967304,25218,1286,96964,351311
14053695,33673171,-117962424,25218,1286,96964,68786
14053910,33679273,-117964793,25218,1286,96964,638820
14054271,33685840,-117963312,25218,1286,96964,601456
14054294,33686096,-117959551,25218,1286,96964,313181
14054417,33684147,-117959373,25218,1286,96964,299879
14054463,33682609,-117959223,25218,1286,96964,785384
14054586,33679970,-117959258,25218,1286,96964,107332
14054932,33672704,-117958815,25218,1286,96964,108261
14055055,33675638,-117955048,25218,1286,96964,355000
14055155,33674699,-117953495,25218,1286,96964,171744
14055401,33685675,-117972830,25218,1286,96964,90056
14056269,33681516,-117975846,25218,1286,96964,759201
14056369,33672939,-117979505,25218,1286,96964,683280
14056469,33672639,-117982855,25218,1286,96964,221284
14056661,33681560,-117972584,25218,1286,96964,181949
14056684,33680437,-117972871,25218,1286,96964,833500
14056807,33678773,-117979584,25218,1286,96964,783183
14056830,33677388,-117979562,25218,1286,96964,868695
14056953,33678222,-117949424,25218,1286,96964,638820
14056976,33677491,-117951980,25218,1286,96964,93438
14057168,33676790,-117949648,25218,1286,96964,98536
14057360,33673536,-117950885,25218,1286,96964,381000
14057529,33686614,-117945865,25218,1286,96964,227064
14057652,33683952,-117947072,25218,1286,96964,522551
14057867,33682437,-117945476,25218,1286,96964,89633
14058159,33663444,-117949912,25218,1286,96964,782000
14058182,33671431,-117948752,25218,1286,96964,126612
14058420,33667828,-117949251,25218,1286,96964,458030
14058466,33662438,-117951828,25218,1286,96964,449314
14058589,33660313,-117949582,25218,1286,96964,86354
14058804,33681943,-117950632,25218,1286,96964,271295
14059034,33689547,-117949393,8384,1286,97008,333748
14059134,33688362,-117946869,8384,1286,97008,491673
14059249,33697112,-117952886,8384,1286,97008,48059
14059710,33699808,-117952126,8384,1286,97008,265710
14059894,33697140,-117945704,8384,1286,97008,306531
14060228,33699965,-117949293,8384,1286,97008,207105
14060766,33689278,-117961577,8384,1286,97008,481447
14061165,33695608,-117960626,8384,1286,97008,197514
14061618,33700247,-117960426,8384,1286,97008,528425
14061664,33699197,-117969835,8384,1286,97008,717000
14061909,33695537,-117969500,8384,1286,97008,934406
14062170,33687558,-117955662,8384,1286,97008,452523
14062254,33698522,-117955908,8384,1286,97008,532347
14062300,33698970,-117954687,8384,1286,97008,519000
14062584,33689891,-117963506,8384,1286,97008,712205
14062960,33695650,-117982446,25218,1286,96964,538000
14063259,33693198,-117982407,25218,1286,96964,477210
14063574,33696166,-117981220,25218,1286,96964,293490
14063881,33688373,-117974552,8384,1286,97008,389185
14064180,33699762,-117957151,8384,1286,97008,562849
14064364,33696527,-117990450,25218,1286,96966,52966
14064510,33694858,-117993920,25218,1286,96966,470295
14064633,33697401,-117996511,25218,1286,96966,442199
14065015,33699483,-118025537,25218,1286,96966,177125
14065351,33698535,-118019634,25218,1286,96966,886288
14065397,33695811,-118021028,25218,1286,96966,404421
14065420,33696958,-118020500,25218,1286,96966,809953
14065963,33692901,-118012343,25218,1286,96966,1439106
14066154,33687332,-118007605,25218,1286,96966,1625657
14066986,33711305,-118024988,25218,1286,96967,734009
14067132,33712318,-118032683,25218,1286,96967,364687
14067155,33713305,-118034581,25218,1286,96967,93674
14067278,33710488,-118027520,25218,1286,96967,68565
14067585,33712632,-118031420,25218,1286,96967,777734
14068038,33708535,-118033753,25218,1286,96967,1090000
14068230,33702734,-118029812,25218,1286,96967,206009
14069496,33709962,-118011033,25218,1286,96965,66687
14069780,33714084,-118017065,25218,1286,96965,76047
14069926,33712399,-118008913,25218,1286,96965,407563
14070486,33711282,-117991434,25218,1286,96965,904648
14070555,33709066,-117990176,25218,1286,96965,510110
14070601,33709437,-117993863,25218,1286,96965,948581
14071080,33702401,-118011780,25218,1286,96965,679593
14071905,33705234,-117964074,8384,1286,97008,578220
14072051,33703032,-117956651,8384,1286,97008,241329
14072266,33703331,-117957892,8384,1286,97008,688534
14072519,33704420,-117963911,8384,1286,97008,95033
14072895,33715453,-117957175,8384,1286,97008,287310
14072987,33711231,-117955915,8384,1286,97008,106486
14073367,33713629,-117985019,25218,1286,96965,390559
14073651,33713174,-117979285,8384,1286,97008,475521
14073858,33712091,-117971282,8384,1286,97008,170892
14073904,33708801,-117973863,8384,1286,97008,113863
14073927,33711303,-117975576,8384,1286,97008,412157
14074142,33711223,-117983148,25218,1286,96965,188884
14074165,33710472,-117984310,25218,1286,96965,300013
14074188,33708823,-117983645,25218,1286,96965,445878
14074510,33706778,-117978144,8384,1286,97008,269144
14074702,33706661,-117972320,8384,1286,97008,383713
14074771,33705054,-117971100,8384,1286,97008,359735
14075114,33710195,-117935784,8384,1286,97008,58688
14075137,33709942,-117935781,8384,1286,97008,125788
14075160,33709642,-117934656,8384,1286,97008,433491
14075306,33704329,-117943967,8384,1286,97008,428591
14075689,33707114,-117946453,8384,1286,97008,225969
14075712,33705564,-117947600,8384,1286,97008,351323
14075735,33705519,-117950189,8384,1286,97008,91827
14076346,33704586,-117945794,8384,1286,97008,532346
14076661,33713728,-117942543,8384,1286,97008,659000
14077022,33716131,-117921557,8384,1286,97008,476806
14077221,33710255,-117939533,8384,1286,97008,627938
14077464,33724265,-118059502,25218,1286,96967,736323
14078147,33726450,-118048494,25218,1286,96967,310164
14078385,33720407,-118045227,25218,1286,96967,378771
14079043,33715212,-118054485,25218,1286,96967,858298
14079312,33717007,-118056474,25218,1286,96967,1153028
14079404,33719116,-118058285,25218,1286,96967,2453051
14079657,33723404,-118070353,25218,1286,96967,3030798
14080033,33724200,-118079000,53571,1286,96981,1159561
14080528,33720966,-118071636,25218,1286,96967,653114
14081057,33727473,-118061387,25218,1286,96967,386949
14081263,33725948,-118063339,25218,1286,96967,503583
14081769,33726940,-118066544,25218,1286,96967,1657000
14081815,33725867,-118067413,25218,1286,96967,622594
14082053,33743193,-117925505,47568,1286,97004,246811
14082267,33734713,-117934562,47568,1286,97004,272193
14082313,33735161,-117925906,47568,1286,97004,375908
14082336,33735770,-117926944,47568,1286,97004,305994
14082766,33747175,-118015898,25218,1286,96965,172974
14083058,33751569,-118021574,25218,1286,96965,280820
14083287,33756717,-118026987,34780,1286,96990,274575
14083524,33755857,-118031598,34780,1286,96990,146296
14083908,33751799,-118029689,25218,1286,96965,58169
14083954,33755187,-118025738,25218,1286,96965,54774
14084612,33751251,-118008928,34780,1286,96990,50996
14084949,33757459,-118038034,34780,1286,96990,565000
14085487,33754100,-118037541,34780,1286,96990,317628
14085814,33756696,-117922809,47568,1286,97003,385642
14085958,33756856,-117917953,47568,1286,97003,489590
14086034,33757090,-117915605,47568,1286,97003,143063
14086057,33755250,-117917593,47568,1286,97003,113353
14086225,33758885,-117903497,47568,1286,97006,145954
14086469,33749925,-117916218,47568,1286,97003,481000
14086689,33747251,-117915667,47568,1286,97003,206022
14086773,33746341,-117913484,47568,1286,97003,230613
14086963,33756890,-117927288,47568,1286,97003,429610
14087009,33756242,-117925702,47568,1286,97003,218410
14087155,33747619,-117909608,47568,1286,97003,195087
14087285,33746349,-118110523,54352,1286,96225,450232
14087354,33744289,-118106926,54352,1286,96225,440472
14088041,33739993,-118100454,54352,1286,96225,1628882
14088164,33737674,-118098612,54352,1286,96225,329559
14088440,33748503,-118100657,54352,1286,96225,91536
14088578,33744427,-118109428,54352,1286,96225,825000
14089016,33745687,-118100530,54352,1286,96225,117393
14089162,33748488,-118094007,54352,1286,96225,106570
14089412,33765778,-118036771,34780,1286,96990,70984
14089558,33764619,-118040658,34780,1286,96990,341753
