zpid,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools
13063885,0,1,,2,7,
13064008,0,1,,7,7,
13064377,0,1,1,2,7,
13064575,0,1,1,2,4,
13065021,0,1,1,2,4,
13065144,0,1,,2,4,
13065473,0,1,,7,7,1
13066114,0,1,1,2,7,
13066608,0,1,1,2,4,
13066800,0,1,1,2,4,
13066923,0,1,1,2,4,1
13067007,0,1,1,2,4,
13067168,0,1,1,2,4,
13067191,0,1,1,2,4,
13067237,0,1,1,2,7,
13067337,0,1,1,2,7,
13067452,0,1,1,2,7,
13067552,0,1,1,2,7,
13067957,0,1,,2,4,
13068026,0,1,1,2,4,
13068735,0,1,1,2,4,
13069219,0,1,1,2,4,
13069288,0,1,1,2,4,1
13069618,0,1,1,2,4,1
13069855,0,1,1,2,4,1
13070024,0,1,1,2,4,
13070116,0,1,1,2,1,1
13070139,0,1,1,2,4,
13070374,0,1,,2,7,
13070397,0,1,,2,7,
13070569,0,1,1,2,4,1
13070899,0,1,1,2,4,
13071206,0,1,,2,4,1
13071590,0,1,1,2,4,
13071804,0,1,1,2,4,1
13072111,0,1,,2,4,
13072172,0,1,1,2,7,
13072418,0,1,,2,7,
13072587,0,1,1,2,4,
13072710,0,1,1,2,4,1
13072894,0,1,1,2,4,
13073270,0,1,1,2,4,
13073585,0,1,1,2,4,
13073723,0,1,1,2,1,1
13073837,0,1,1,2,4,1
13073906,0,1,1,2,1,1
13074695,0,1,1,2,4,1
13074818,0,1,1,2,7,1
13075452,0,1,1,2,4,1
13076043,0,1,1,2,4,
13076366,0,1,1,2,7,
13076819,0,1,1,2,7,1
13077403,0,1,1,2,4,1
13077914,0,1,1,2,7,
13078014,0,1,1,2,7,
13078114,0,1,1,2,7,
13078306,0,1,,2,7,
13078406,0,1,1,2,4,1
13078543,0,1,1,2,7,
13078666,0,1,,2,7,
13079004,0,1,,2,4,
13079104,0,1,,2,4,
13079355,0,1,,2,7,
13079731,0,1,1,2,4,
13079854,0,1,1,2,4,
13079954,0,1,1,2,4,1
13080200,0,1,,2,7,
13080640,0,1,,2,4,
13081223,0,1,,2,7,
13081323,0,1,,2,7,
13081469,0,1,,2,7,
13081815,0,1,,2,7,
13081853,0,1,,2,7,
13081968,0,1,,2,7,
13082091,0,1,1,2,4,
13082191,0,1,1,2,7,
13082611,0,1,,7,7,
13082711,0,1,,7,7,
13082957,0,1,1,2,7,
13083349,0,1,,7,7,
13083495,0,1,,7,7,
13083938,0,1,,7,7,
13084014,0,1,,7,7,
13084037,0,1,,7,7,
13084060,0,1,,7,7,
13084160,0,1,,7,7,
13085051,0,1,,7,7,
13085443,0,1,,2,7,
13085466,0,1,1,2,7,
13086018,0,1,1,2,7,
13086087,0,1,,2,4,
13086333,0,1,1,2,4,
13086548,0,1,1,2,4,
13086778,0,1,1,2,7,
13087062,0,1,,2,4,
13087323,0,1,,2,7,
13088021,0,1,,2,4,
13088274,0,2,1,,4,
13088702,0,1,,2,4,
13088825,0,1,1,2,7,1
13089248,0,1,,2,4,
13089417,0,1,1,2,7,
13089540,0,1,1,2,4,
13089640,0,1,1,2,4,
13089886,0,1,1,2,4,
13090109,0,1,1,2,4,1
13090528,0,1,1,2,4,
13090643,0,1,,2,7,
13090666,0,1,1,2,7,
13090789,0,1,1,2,7,
13090935,0,1,1,2,7,
13090981,0,1,1,2,7,
13091199,0,1,1,2,4,
13091299,0,1,1,2,4,
13091399,0,1,1,2,4,
13091499,0,1,,2,4,
13091599,0,1,1,2,4,
13091699,0,1,1,2,4,
13091822,0,1,1,2,4,
13091945,0,1,1,2,4,
13092045,0,1,1,2,4,
13092145,0,1,1,2,4,1
13092634,0,1,,7,7,
13092734,0,1,,7,7,
13093033,0,1,1,2,4,
13093133,0,1,1,2,7,
13093479,0,1,,2,4,
13093694,0,1,,7,7,
13093986,0,1,1,2,7,
13094408,0,1,,2,4,
13094531,0,1,,2,7,
13095696,0,1,1,2,7,
13095742,0,1,,2,7,
13095995,0,1,1,2,4,1
13096148,0,1,1,2,4,
13096294,0,1,,2,7,
13096540,0,1,1,2,7,
13096586,0,1,,2,7,1
13096686,0,1,,2,7,
13096786,0,1,1,2,7,
13096886,0,1,,2,7,
13097654,0,1,,2,7,
13097754,0,1,1,2,7,
13097999,0,1,1,2,7,1
13098159,0,1,1,2,7,1
13098282,0,1,,7,7,
13098633,0,1,,2,4,
13099239,0,1,1,2,4,
13099339,0,1,,2,4,
13099462,0,1,,2,7,
13099585,0,1,,2,7,1
13099891,0,1,1,2,4,
13100014,0,1,1,2,4,
13100114,0,1,1,2,4,
13100260,0,1,1,2,4,
13100360,0,1,1,2,4,1
13100460,0,1,1,2,4,
13100498,0,1,1,2,1,
13100819,0,1,1,2,4,
13100988,0,1,1,2,4,
13101088,0,1,,2,4,
13101134,0,1,1,2,4,
13101548,0,1,1,2,4,
13101771,0,1,1,2,4,
13101963,0,1,1,2,4,
13102109,0,1,1,2,4,
13102209,0,1,1,2,4,
17240107,7,,,,,
13834933,7,,,,,
13835340,8,,,,,1
13835440,8,,,,,
13835663,6,,,,,
13835786,5,,,,,
13835955,9,,13,,,1
13836001,7,,,,,
13836047,5,,,,,
13836569,6,,,,,
13837832,6,,,,,
13838428,5,,,,,
13838781,7,,,,,1
13838903,11,4,,,,
13839106,6,,,,,
13839129,5,,,,,
13839691,4,,,,,
13839737,5,,,,,
13840444,5,,,,,
13840911,6,,,,,
13842191,5,,,,,
13842214,7,,,,,
13842521,4,,,,,
13842613,8,,13,,,
13843241,7,,,,,
13843446,7,,,,,
13844255,6,,,,,
13844470,4,,,,,
13844639,6,,,,,
13845160,4,,,,,
13845911,4,,,,,
13845934,4,,,,,
13845957,3,,,,,
13846440,6,,,,,
13846655,6,,,,,
13847066,8,,,,,
13847112,6,,,,,
13847158,8,,,,,
13847364,5,,,,,1
13847586,4,,,,,
13847739,6,,,,,
13848138,6,,,,,
13848383,5,,,,,
13848552,5,,,,,
13848820,4,,,,,
13849530,7,,,,,
13849722,6,,,,,
13849814,7,,,,,1
13849837,6,,,,,
13850044,4,,,,,1
13850067,7,,,,,
13850236,6,,,,,
13850305,0,,,,,1
13850397,7,,13,,,
13850627,5,,,,,
13850934,7,,,,,
13851164,7,,,,,1
13851363,8,,,,,
13851478,7,,,,,
13851815,4,,13,,,
13852591,6,,,,,
13852829,4,,,,,
13852929,6,,,,,1
13853021,7,,,,,
13853259,6,,,,,
13853382,9,,,,,
13853780,8,,13,,,1
13854259,5,,,,,
13854282,6,,,,,
13854785,6,,,,,1
13855069,6,,,,,
13855361,7,,,,,1
13855384,6,,,,,1
13855691,9,,13,,,1
13855875,9,,,,,
13856251,0,,,,,
13856604,5,,,,,
13856627,0,,,,,
13857130,6,,,,,
13857229,5,,,,,
13857275,5,,,,,
13857390,7,,,,,
13857582,8,,,,,
13857628,7,,,,,
13857689,6,,,,,
13857858,6,,,,,
13857881,6,,,,,
13857927,5,,,,,
13857973,6,,,,,
13858217,0,,,,,
13858240,0,,,,,
13858309,8,,,,,1
13858470,7,,5,6,,1
13858516,5,,,,,
13858746,6,,,,,
13858846,7,,,,,
13858938,0,,,,,
13858984,7,,,,,
13860362,6,,,,,
13860823,0,,,,,
13861269,0,,,,,
13861369,0,,,,,
13861492,0,,,,,
13861592,0,,,,,
13861692,0,,,,,
13861792,0,,,,,
13862090,7,,,,,
13862335,4,2,,,,
13862427,0,4,,,,
13862473,7,,,,,
13862695,5,,,,,
13863146,4,,,,,
13863207,3,2,,,,
13863698,4,,5,7,,
13863744,0,4,,,,
13864142,6,,,,,
13864241,6,,,,,
13864868,0,3,,,,
13865297,5,,,6,,
13865397,6,,,6,,
13865589,5,,5,6,,
13865750,4,,,,,
13866201,7,,,,,1
13866324,7,,13,,,1
13866646,6,,,,,1
13866913,4,,,,,
13867187,4,,,,,
13867409,7,,1,6,,
13867432,5,,,,,
13867939,7,,,,,
13868031,7,,,,,
13868131,7,,,,,
13868277,6,,,,,
13868400,7,,,,,
13868523,7,,,,,
13868768,0,2,,,,
13869227,4,,,,,
13869547,5,,,,,
13869608,0,2,,,,
13869761,5,,5,7,,
13869976,4,,,,,
13870145,5,,1,6,,
13870475,0,3,,,,
13870943,6,,,,,
13871050,8,,,,,
13871280,7,,,,,
13871326,4,,,,,
13871548,4,,,,,
13872226,0,,,,,
13872449,6,,,,,
13872595,7,,,,,
13872810,6,,11,6,,
13873002,5,,1,6,,
13873117,6,,,,,
13873653,5,,,,,
13873791,5,,,,,
13874081,4,2,,,,
13874655,5,,,,,
13874892,5,,,,,
13875028,7,,,,,
13875761,5,,,,,
13875884,7,,,,,
13876268,7,,,,,
13876934,8,,,,,
13877364,0,4,,,,
13878320,3,,,,,
13878717,4,,,,,
13879223,7,,,,,
13879246,7,,,,,
13879813,6,,,,,
13879936,5,,,,,
13880174,6,,,,,
13880197,7,,,,,
13880563,6,,,,,
13880846,5,,,,,
13881159,4,,,,,
13881197,0,,,,,
13881809,6,,,,,
13881870,6,,,,,
13882016,8,,,,,
13882062,6,,,,,1
13882277,7,,,,,
13882300,7,,,,,
13882323,7,,,,,
13882534,0,3,,,,
13882580,6,,,,,
13882603,4,,,,,
13882756,0,,,,,
13883288,6,,,,,
13883922,6,,,,,
13884502,5,,,,,
13884899,6,,,,,
13885167,6,,,,,
13885550,4,,,,,
13885764,8,,,,,
13885902,4,,,,,
13886274,7,,,,,
13886435,6,,,,,
13886657,8,,,,,
13886703,6,,,,,
13886726,0,1,,,,
13887071,6,,,,,
13887400,8,,,,,
13887617,4,,,,,
13888298,0,4,,,,
13888697,5,,,,,
13889293,6,,,,,
13889523,7,,,,,
13889692,9,,,,,
13890007,10,,,,,
13890030,5,,,,,
13890076,7,,,,,
13890391,4,,,,,
13890560,7,,,,,
13890750,7,,,,,
13890773,9,,,,,
13890988,6,,,,,
13891502,0,2,,,,
13891701,0,2,,,,
13892170,4,,,,,
13892414,3,2,,,,
13892849,5,,,,,1
13893110,6,,,,,
13893516,7,,,,,
13893616,7,,,,,1
13893885,7,,,,,
13893985,0,,,,,
13894031,4,,,,,
13894138,7,,,,,
13894276,5,,,,,
13894399,10,,,,,
13894522,9,,,,,
13894760,8,,,,,
13894952,7,,,,,1
13895121,0,2,,,,
13895526,9,,,,,
13895649,9,,,,,
13896507,6,,,,,
13896680,0,,,,,
13896852,5,,,,,
13897464,6,,,,,
13897602,5,,5,7,,
13898110,7,,,,,
13898417,0,3,,,,
13898440,0,2,,,,
13898463,5,,,,,
13898886,0,2,,,,
13899184,3,,,,,
13899207,0,3,,,,
13899688,5,,,,,
13899964,0,3,,,,
13900225,8,,,,,
13900440,0,,,,,
13900563,10,,,,,
13901359,5,,,,,
13901382,7,,5,6,,
13901603,8,,,,,
13902117,6,,,,,
13902263,5,,1,6,,
13902386,6,,13,,,
13902609,6,,,,,
13903243,6,,,,,
13903458,5,,,,,
13903843,8,,,,,
13903989,7,,,,,
13904204,7,,,,,
13904542,6,,,,,1
13904665,8,,,,,
13904811,6,,,,,
13904934,6,,,,,
13905057,7,,,,,
13905295,7,,,,,1
13906139,7,,,,,
13906307,5,,,,,
13906422,6,,,,,
13906806,6,,,,,
13906929,6,,,,,
13907221,7,,,,,
13907244,6,,,,,
13907459,6,,,,,
13907628,6,,11,6,,1
13907751,6,,,,,
13907874,6,,,,,
13907897,6,,,,,1
13908035,7,,,,,
13908204,7,,,,,
13908496,6,,,,,
13908849,7,,,,,
13909224,5,,,,,
13909247,6,,,,,
13909732,3,,,,,
13910404,6,,,,,
13910450,6,,,,,
13910573,6,,,,,
13910772,6,,,,,
13911116,6,,,,,
13911216,7,,,,,
13911546,7,,,,,
13911714,6,,,,,
13911760,6,,,,,
13911928,7,,,,,1
13912028,6,,,,,
13913140,6,,,,,
13913263,6,,,,,
13913530,7,,,,,
13913553,6,,,,,1
13913829,6,,11,6,,
13913852,7,,,,,
13913952,6,,,,,
13914098,7,,,,,
13914267,6,,,,,1
13914505,6,,1,6,,
13914597,7,,,,,
13914850,6,,,,,
13914919,6,,,,,
13915902,0,4,,,,
13916112,6,,,,,
13916319,8,,,,,1
13916342,6,,,,,
13916565,6,,,,,
13916818,8,,,,,
13916841,7,,,,,
13916964,6,,,,,
13917547,7,,,,,
13917670,6,,,,,
13917839,7,,,,,
13917962,7,,,,,
13918643,6,,,,,
13918666,6,,,,,
13918811,6,,,,,
13919315,6,,,,,
13919566,7,,,,,1
13919589,8,,,,,
13920088,6,,13,,,
13920341,7,,,,,
13920738,6,,,,,
13921144,6,,,,,
13921895,6,,,,,
13922133,7,,,,,
13922217,6,,,,,
13922378,8,,,,,
13922424,6,,,,,
13922813,7,,,,,
13922959,7,,,,,
13923404,6,,,,,
13923826,6,,,,,
13923849,7,,,,,
13924156,8,,,,,
13924179,8,,,,,
13924493,0,,,,,
13924831,0,,,,,
13925107,5,,,,,
13925153,6,,,,,
13925468,5,,,,,
13925614,6,,,,,1
13925760,0,,,,,1
13925883,10,,,,,
13926052,7,,,,,1
13926367,5,,,,,
13926536,5,,,,,
13926928,7,,,,,1
13927051,5,,,,,
13927266,6,,,,,1
13927796,6,,,,,
13927919,6,,,,,
13928486,7,,,,,
13928847,8,,,,,
13929135,5,,,,,
13929158,5,,,,,
13929517,6,,,,,
13929693,6,,,,,1
13930943,7,,5,6,,
13931326,5,,,,,
13931664,6,,,,,1
13931787,7,,,,,1
13932392,5,,1,6,,
13932415,7,,,,,1
13932461,5,,,,,
13933250,3,,,,,
13933562,6,,,,,1
13933585,6,,,,,
13933992,6,,,,,1
13934230,6,,,,,
13934253,6,,,,,
13934376,5,,,,,
13934714,7,,,,,
13935083,6,,,,,
13935298,7,,1,6,,
13935444,6,,,,,
13935567,5,,,,,
13935590,6,,,,,1
13935682,7,,,,,
13935905,6,,,,,
13936151,6,,,,,1
13936174,7,,,,,
13936949,6,,13,,,
13937180,7,,13,,,
13937523,0,,,,,
13937660,6,,,,,
13937798,7,,,,,
13938013,6,,,,,
13938136,8,,13,,,1
13938428,7,,,,,
13938589,9,,,,,
13938735,7,,,,,
13938804,6,,,,,
13938942,8,,13,,,
13939019,8,,,,,1
13939042,5,,,,,
13939311,6,,,,,
13939457,6,,,,,1
13939557,7,,,,,1
13939580,6,,,,,1
13939626,6,,,,,
13939749,9,,,,,1
13939941,8,,13,,,1
13940340,6,,13,,,1
13940762,7,,,,,1
13941811,5,,,,,
13941834,8,,,,,
13942467,3,,,,,
13942620,5,,,,,
13942643,8,,,,,
13942666,5,,,,,
13942689,5,,,,,
13942781,6,,,,,
13942904,7,,,,,
13943050,6,,,,,
13943569,6,,,,,
13943638,5,,,,,
13944387,6,,,,,
13945176,0,,,,,
13945314,7,,,,,
13945460,7,,,,,
13945912,5,,,,,
13946058,6,,,,,
13946250,7,,,,,
13946273,8,,,,,1
13946388,0,,,,,
13946578,6,,,,,
13947205,7,,13,,,
13947374,6,,13,6,,1
13947543,4,,,,,
13947666,0,,,,,
13947911,9,,,,,
13948719,6,,,,,
13948965,7,,,,,1
13949318,6,,,,,
13949464,6,,,,,
13950101,5,,,,,
13950201,6,,,,,
13950585,7,,,,,
13950777,5,,,,,
13950823,7,,,,,
13951029,7,,,,,
13951175,4,,,,,
13951267,6,,,,,
13951290,5,,,6,,
13951471,5,,,,,
13951494,5,,1,6,,1
13951815,5,,,,,
13952228,5,,,,,
13952690,4,,,,,
13953004,7,,,,,
13953027,6,,,,,
13953050,6,,,,,
13953173,6,,,,,1
13953388,8,,,,,
13953411,7,,,,,
13953549,6,,,,,
13953764,6,,,,,
13953979,6,,,,,1
13954002,6,,,,,1
13954555,6,,,,,1
13954670,0,,,,,
13954693,8,,,,,
13954839,6,,,,,
13955077,6,,,,,
13955146,7,,,,,
13955560,8,,,,,
13955794,7,,,,,
13955840,5,,,,,
13956032,7,,,,,
13956078,6,,13,,,
13956162,6,,,,,
13956208,5,,,,,
13956231,6,,,,,
13956772,4,,,,,
13957131,0,,,,,
13957429,7,,,,,
13957667,7,,,,,
13958026,6,,,,,
13959274,5,,,,,
13959757,5,,,,,
13960164,7,,5,6,,
13960187,8,,,,,
13960492,0,,,,,
13961421,8,,,,,
13962196,6,,,,,
13962219,6,,,,,
13964168,3,,,,,
13965244,6,,5,6,,
13965443,6,,,,,
13965466,6,,,,,
13965489,6,,,,,
13965604,6,,,,,1
13965734,5,,5,7,,
13965757,6,,,,,
13965949,6,,,,,
13966072,6,,,,,
13966264,9,,,,,
13967032,8,,,,,1
13967055,0,4,,,,
13967247,6,,,,,
13967577,7,,,,,
13967623,6,,,,,
13967961,8,,,,,1
13968084,6,,,,,
13968276,8,,,,,
13968399,8,,,,,
13968422,8,,,,,
13968568,8,,,,,1
13968906,8,,,,,
13969159,7,,,,,
13969182,9,,,,,1
13969451,6,,,,,
13969566,6,,,,,
13969650,5,,,,,
13969765,5,,,,,
13969918,6,,,,,
13970041,6,,,,,
13970233,6,,,,,
13970494,6,,,,,
13970793,6,,,,,
13971177,6,,,,,
13971200,7,,,,,
13971507,9,,,,,
13971737,5,,,,,
13971814,7,,,,,
13972052,6,,,,,
13972075,6,,,,,
13972221,5,,,,,
13972367,9,,,,,
13972528,4,,,,,
13972597,6,,13,,,
13972834,5,,,,,
13973432,6,,,,,
13973793,6,,,,,
13974768,6,,,,,
13974791,7,,,,,1
13974860,6,,,,,
13974883,6,,,,,
13974906,6,,,,,
13975075,6,,,,,
13975798,9,,,,,
13976420,7,,,,,
13976589,0,,,,,
13976689,0,,,,,1
13976789,0,,,,,
13977050,0,,,,,1
13977388,0,4,,,,
13977656,0,,,,,
13977983,6,,,,,
13978106,8,,,,,
13978352,8,,,,,
13978444,10,,,,,
13978467,8,,,,,
13978582,0,,,,,
13978897,9,,,,,
13979254,6,,,,,
13979277,7,,,,,
13979645,5,,,,,
13979829,5,,,,,
13980251,7,,,,,
13980597,7,,,,,
13980789,8,,,,,
13980935,9,,,,,1
13981188,11,,,,,1
13981311,6,,,,,
13981457,9,,,,,1
13981756,6,,,,,1
13982070,6,,,,,
13982185,8,,,,,1
13982208,8,,,,,
13982664,6,,,,,
13983416,6,,,,,
13983562,6,,,,,
13983585,0,2,,,,
13983608,7,,,,,
13983915,7,,,,,
13984137,0,2,,,,
13984298,8,,,,,
13985511,8,,,,,
13985987,7,,,,,1
13986033,8,,,,,
13986693,6,,,,,1
13986943,6,,,,,1
13987173,6,,,,,
13987196,7,,,,,
13987319,6,,,,,
13987854,0,3,,,,
13988677,8,,,,,
13988899,9,,,,,1
13989006,12,,,,,1
13989390,6,,,,,
13989459,4,,,,,
13989751,7,,,,,1
13990180,6,,,,,
13990471,7,,,,,
13990862,7,,,,,
13991085,7,,,,,
13991338,6,,,,,1
13991484,5,,,,,
13991906,7,,,,,
13992082,0,,,,,
13992559,6,,,,,
13992582,7,,,,,1
13992820,7,,,,,
13993042,5,,,,,
13993226,6,,,,,
13994024,7,,,,,
13994354,6,,,,,
13994807,5,,3,6,,
13994868,0,,,,,
13995075,6,,,,,
13995490,6,,,,,
13996142,6,,,,,
13996372,7,,,,,
13997266,7,,,,,
13997289,7,,,,,1
13997335,7,,,,,1
13997481,6,,,,,
13997565,6,,,,,1
13997940,6,,,,,
13998063,6,,,,,
13998424,6,,,,,
13998716,6,,,,,
13998885,6,,,,,
13999008,7,,,,,
13999154,6,,,,,1
13999369,6,,,,,
13999392,6,,,,,
13999661,6,,,,,1
13999899,7,,,,,
14000045,6,,,,,1
14000191,7,,11,6,,
14000314,7,,,,,1
14000460,6,,,,,
14000743,8,,,,,1
14000889,6,,,,,
14001012,6,,,,,
14001158,8,,,,,
14001642,7,,5,6,,1
14001665,0,,,,,1
14001711,8,,,,,
14001780,6,,,,,
14001972,9,,,,,1
14002118,8,,,,,
14002488,9,,,,,
14002657,6,,,,,
14002985,7,,,,,1
14003437,6,,,,,
14003789,6,,,,,
14003812,6,,,,,
14004560,6,,,,,
14005226,6,,,,,
14005395,5,,,1,,1
14005590,6,,,,,1
14006181,6,,,,,1
14006219,8,,,,,1
14006411,6,,,,,
14006534,6,,,,,
14006657,7,,,,,1
14006749,5,,,,,
14006918,7,,,,,1
14007018,0,,,,,
14007041,8,,,,,
14007064,7,,,,,
14007233,6,,,,,
14007256,6,,,,,
14007302,6,,,,,
14007325,7,,,,,
14007348,7,,,,,
14007517,6,,,,,
14007763,7,,,,,
14007977,7,,,,,
14008184,6,,,,,
14008322,6,,,,,
14008345,6,,,,,
14008949,5,,,,,
14009494,5,,,,,
14009517,5,,,,,
14009686,7,,,,,
14010207,5,,,,,1
14010467,4,,,,,
14010551,6,,,,,
14010574,5,,,,,
14010747,6,,,,,
14010939,6,,,,,
14010985,0,3,,,,
14011269,5,,13,,,
14011599,6,,,,,
14011912,6,,,,,
14012219,6,,,,,
14012319,5,,,,,
14012465,6,,,,,
14012611,5,,,,,
14012657,6,,,,,
14012680,6,,,,,
14012956,7,,,,,
14013293,7,,,,,1
14013339,7,,,,,1
14013554,8,,,,,
14013883,7,,,,,
14014182,0,,,,,
14014790,6,,,,,
14014959,8,,,,,
14015833,0,4,,,,
14015986,6,,,,,
14016155,6,,,,,
14016603,5,,,,,
14016749,5,,,,,
14016795,5,,,,,
14017354,6,,,,,
14017446,5,,,6,,
14017774,6,,,,,
14018621,6,,,,,
14018744,6,,,,,
14018767,6,,,,,1
14019036,7,,,,,
14019289,6,,,,,
14019504,6,,,,,
14020379,6,,,,,
14020463,6,,,,,
14020830,7,,,,,
14021460,9,,,,,1
14021897,8,,,,,1
14021997,8,,,,,
14022166,8,,,,,
14022308,0,4,,,,
14022431,8,,,,,1
14022500,7,,,,,
14022646,6,,,,,
14022792,7,,,,,
14022961,7,,,,,1
14023153,7,,,,,
14023391,5,,,,,
14023414,6,,,,,
14023552,7,,,,,
14023652,8,,,,,
14023844,6,,,,,
14024562,7,,,,,
14024785,6,,,,,
14024931,6,,,,,
14025392,7,,,,,1
14025745,6,,,,,1
14026006,7,,,,,
14026029,8,,,,,
14026052,8,,,,,1
14026144,7,,,,,
14026505,0,4,,,,
14026650,6,,,,,
14026819,8,,,,,
14026903,6,,,,,
14026941,8,,,,,
14027033,6,,,,,
14027612,6,,,,,
14028194,8,,13,,,1
14028477,9,,,,,
14028523,7,,,,,
14028884,0,4,,,,
14029045,8,,,,,1
14029309,6,,13,,,
14029900,6,,5,6,,
14030053,7,,,,,
14030506,8,,,,,
14030629,8,,,,,
14030752,7,,,,,1
14030852,7,,,,,1
14031395,8,,,,,
14031418,8,,5,6,,
14031541,9,,,,,1
14031564,8,,,,,1
14031733,8,,,,,1
14031856,7,,,,,
14032125,6,,,,,
14032409,7,,,,,
14032962,8,,,,,
14033198,10,,,,,
14033482,7,,,,,
14033843,8,,,,,1
14034173,0,3,,,,
14034433,5,,,,,
14034486,0,2,,,,
14034800,6,,,,,
14034946,6,,,,,
14035092,7,,,,,
14035307,6,,13,,,
14035545,8,,,,,
14036029,6,,,,,
14036098,0,,,,,
14036357,7,,,,,
14036572,6,,,,,
14036833,7,,,,,
14036956,9,,,,,
14037125,6,,,,,
14037248,7,,,,,
14037486,6,,,,,
14037632,5,,,,,
14037770,7,,,,,
14037862,7,,,,,
14037985,6,,,,,
14038054,8,,,,,
14038123,6,,,,,1
14038361,7,,,,,1
14038384,9,,,,,
14038430,8,,,,,
14038691,5,,5,6,,
14038837,6,,5,6,,
14038906,8,,,,,
14038952,7,,,,,
14039058,9,,13,,,1
14039204,8,,,,,
14039555,7,,,,,
14039578,6,,,,,
14039985,7,,,,,
14040008,6,,,,,
14040177,6,,,,,
14040415,5,,,,,
14040561,9,,,,,
14040875,6,,,,,
14041228,6,,,,,
14041328,7,,,,,
14041374,7,,,,,
14041397,6,,,,,
14041543,8,,,,,1
14041835,6,,,,,
14042104,9,,,,,
14042419,7,,,,,1
14042849,8,,5,6,,1
14043164,8,,,,,
14043787,4,,,,,
14043933,5,,,,,
14044125,5,,,,,
14044808,6,,5,6,,
14044991,7,,,,,
14045160,6,,,,,1
14045283,6,,,,,
14045452,8,,,,,
14045936,7,,,,,
14046051,8,,,,,
14047156,9,,,,,1
14047609,7,,,,,1
14047855,7,,,,,
14047878,7,,,,,1
14048001,6,,,,,1
14048439,7,,5,6,,
14048608,7,,,,,
14048677,9,,,,,
14049076,5,,,,,
14049391,8,,,,,
14049514,8,,,,,
14049821,7,,,,,
14049944,6,,,,,
14050028,5,,,,,
14050366,10,,,,,
14050489,8,,,,,1
14050727,6,,,,,
14051180,8,,,,,1
14051472,7,,,,,1
14051572,7,,,,,1
14051695,8,,,,,
14051818,0,,,,,1
14051918,7,,,,,1
14052110,7,,,,,
14052309,5,,,,,1
14052478,7,,,,,
14052700,7,,,,,
14052823,7,,,,,
14052892,0,,,,,1
14053191,0,,,,,
14053329,7,,,,,1
14053588,6,,,,,
14053695,7,,,,,
14053910,7,,,,,1
14054271,5,,,,,
14054294,6,,,,,
14054417,5,,5,6,,
14054463,5,,,,,
14054586,5,,,,,
14054932,3,,,,,
14055055,4,,,6,,
14055155,6,,,,,
14055401,7,,,,,
14056269,8,,,,,
14056369,8,,,,,
14056469,8,,,,,
14056661,8,,,,,
14056684,8,,,,,
14056807,8,,,,,1
14056830,8,,,,,
14056953,6,,,,,
14056976,8,,,,,
14057168,8,,,,,
14057360,5,,,,,
14057529,7,,,,,1
14057652,6,,,,,
14057867,8,,,,,
14058159,8,,,,,
14058182,9,,,,,
14058420,8,,,,,
14058466,9,,,,,1
14058589,8,,,,,
14058804,8,,5,6,,
14059034,7,,,,,1
14059134,8,,,,,
14059249,7,,,,,
14059710,7,,,,,
14059894,8,,,,,1
14060228,7,,13,,,
14060766,0,,,,,
14061165,7,,,,,1
14061618,7,,,,,
14061664,7,,,,,
14061909,8,,,,,1
14062170,7,,,,,
14062254,0,,,,,
14062300,0,,,,,
14062584,8,,,,,1
14062960,6,,,,,
14063259,6,,,,,
14063574,6,,,,,
14063881,7,,,,,
14064180,0,,,,,
14064364,6,,,,,
14064510,7,,,,,
14064633,7,,,,,1
14065015,8,,,,,1
14065351,8,,,,,1
14065397,8,,,,,
14065420,8,,,,,
14065963,0,,,,,1
14066154,0,,,,,1
14066986,8,,,,,
14067132,8,,,,,
14067155,8,,,,,
14067278,7,,,,,
14067585,6,,5,6,,
14068038,6,,,,,
14068230,8,,,,,
14069496,6,,,,,
14069780,7,,,,,
14069926,7,,,,,
14070486,0,4,,,,
14070555,0,4,,,,
14070601,0,4,,,,
14071080,7,,,,,
14071905,8,,,,,1
14072051,6,,,,,
14072266,8,,,,,
14072519,7,,,,,
14072895,8,,13,,,
14072987,8,,,,,
14073367,6,,,,,
14073651,7,,,,,
14073858,6,,,,,
14073904,8,,,,,
14073927,7,,,,,
14074142,6,,,,,
14074165,6,,,,,
14074188,6,,,,,
14074510,7,,,,,
14074702,8,,,,,1
14074771,6,,,,,
14075114,6,,,,,
14075137,5,,,6,,
14075160,6,,,,,
14075306,5,,,,,
14075689,7,,,,,
14075712,7,,5,6,,
14075735,8,,,,,
14076346,7,,,,,1
14076661,6,,,,,
14077022,8,,,,,
14077221,7,,,,,
14077464,11,,,,,
14078147,6,,,,,
14078385,0,4,,,,
14079043,8,,,,,1
14079312,9,,,,,
14079404,9,,,,,
14079657,10,,,,,
14080033,4,,,,,
14080528,8,,,,,
14081057,7,,,,,
14081263,9,,,,,
14081769,9,,,,,
14081815,12,,,,,
14082053,0,,,,,
14082267,0,,,,,
14082313,0,,,,,
14082336,0,,,,,
14082766,7,,,,,
14083058,7,,,,,
14083287,7,,,,,
14083524,4,,,,,
14083908,7,,,,,
14083954,6,,,,,
14084612,6,,,,,
14084949,7,,1,6,,
14085487,5,,,6,,
14085814,6,,,,,
14085958,0,2,,,,
14086034,6,,,,,
14086057,6,,,,,
14086225,7,,,,,
14086469,4,,,,,
