zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
12099361,2,3,2,1600,5426,34132015,-118164336,1923,677025
12099491,5,4,5,4875,41893,34129743,-118167657,1912,2507548
12099568,3,3,3,1634,18727,34134100,-118159000,1959,454790
12099629,6,6,6,6636,24993,34131892,-118161755,1913,2878830
12099775,5,5,5,4659,24117,34129607,-118159692,1948,2651947
12099798,5,4,5,4010,17061,34128553,-118160209,1947,2836100
12099980,3,3,3,2754,89020,34124344,-118157228,1959,617472
12100330,2,2,2,1590,103900,34129500,-118158000,1954,613120
12100649,3,3,3,1315,103568,34129100,-118153000,1974,389299
12100925,2,2,2,836,9252,34130200,-118146000,1981,142848
12101009,3,2,3,1043,21267,34128300,-118144000,1986,313433
12101238,3,3,3,1219,12339,34131100,-118145000,1998,621167
12101284,2,2,2,1136,20230,34131400,-118145000,1966,423264
12101621,2,5,2,2584,9528,34134072,-118139066,1908,125545
12101721,2,3,2,1365,5664,34131627,-118140030,1905,53802
12101844,5,6,5,3791,11753,34134555,-118137808,1902,135446
12101959,3,3,3,2204,8909,34131601,-118134341,1922,162597
12102151,2,3,2,1718,9209,34132311,-118131673,1923,1181431
12102219,1,0,1,471,53083,34143918,-118148449,1898,169000
12102739,3,3,3,1276,13646,34137400,-118143000,1997,312205
12103030,3,3,3,1439,215065,34142049,-118143808,1978,560000
12103053,2,2,2,1463,143023,34141500,-118144000,1981,238696
12103153,3,2,3,1592,143023,34141500,-118144000,1981,581977
12103555,2,2,2,1155,25142,34137500,-118142000,1982,205968
12103839,1,1,1,579,1571,34149722,-118135521,1924,105489
12104602,2,5,2,2185,6765,34155796,-118147758,1895,423000
12104762,2,3,2,1152,3603,34154312,-118145764,1980,238300
12105060,1,3,1,1462,6750,34160963,-118142601,1911,160799
12105083,5,9,5,3915,6999,34160694,-118141516,1965,639602
12105281,2,3,2,1250,4362,34153989,-118141338,1978,209143
12105349,1,2,1,922,10364,34161046,-118151534,1905,116123
12105738,1,4,1,1274,5091,34158392,-118151081,1905,161213
12105921,1,3,1,1110,8706,34166021,-118159053,1905,276554
12105944,2,2,2,1349,8741,34165666,-118161407,1956,585000
12106326,1,5,1,2364,11255,34164457,-118147744,1907,560000
12106486,2,3,2,1152,6053,34168297,-118148766,1973,37896
12107075,5,5,5,4561,15510,34170354,-118146749,1911,770587
12107297,1,3,1,1592,7080,34161922,-118144391,1905,580000
12107420,1,2,1,936,2975,34166713,-118143459,1924,26881
12107443,2,3,2,1593,7499,34167497,-118144737,1979,360015
12107512,2,5,2,1776,25709,34167810,-118142349,1929,205045
12107748,1,3,1,1218,9281,34167122,-118136883,1908,611988
12107971,2,4,2,2346,7705,34163517,-118138896,1905,31771
12108147,3,4,3,2014,8751,34166323,-118135784,1989,649461
12108475,1,2,1,1081,8670,34155230,-118137882,1908,120727
12108734,2,6,2,1982,10085,34157040,-118132989,1905,565955
12108757,3,3,3,1203,23515,34157000,-118133000,1988,406000
12108909,1,3,1,1620,5988,34152547,-118135324,1903,313312
12109084,2,4,2,1410,7476,34160647,-118127630,1913,257012
12109481,2,2,2,937,32319,34153900,-118130000,1991,196658
12109764,2,2,2,1262,13997,34138000,-118140000,1992,214938
12109871,2,2,2,1154,75664,34136300,-118140000,1980,199221
12109978,3,3,3,1373,13226,34136900,-118139000,1987,315889
12110320,1,1,1,746,23659,34140674,-118136972,1966,178221
12110753,3,2,3,1122,20922,34143900,-118136000,1994,421770
12111025,2,2,2,1168,43132,34137600,-118135000,1973,373738
12111663,2,2,2,1372,70090,34143400,-118127000,1963,428391
12112143,2,2,2,1330,25284,34142600,-118130000,1960,78379
12112212,1,1,1,677,74875,34140000,-118130000,1971,321000
12112312,2,2,2,1172,74875,34140000,-118130000,1971,381093
12113276,3,2,3,1231,16409,34147000,-118117000,1986,348366
12113352,3,8,3,3875,23538,34148573,-118113949,1920,123879
12114032,2,3,2,1564,7194,34149079,-118126098,1922,88947
12114507,2,2,2,1159,25515,34147200,-118125000,1981,175646
12114606,2,2,2,946,30058,34153500,-118123000,1988,278692
12114721,4,5,4,2432,8171,34155257,-118125483,1905,302121
12115089,2,5,2,2386,12030,34160408,-118121687,1926,89306
12115303,2,4,2,1775,9046,34167381,-118126967,1921,489731
12115426,2,5,2,1914,8993,34165366,-118126352,1923,53808
12115526,1,3,1,1320,9464,34164957,-118129045,1923,712000
12115549,3,5,3,1997,8445,34165469,-118130491,1926,122342
12115633,2,2,2,1284,9008,34162829,-118129692,1921,216000
12116170,1,3,1,1200,6754,34163863,-118124371,1921,646000
12116308,1,3,1,952,6254,34166976,-118114865,1924,57793
12116561,2,2,2,966,2828,34164621,-118116394,1923,492000
12116691,2,4,2,2083,7380,34164373,-118108940,1946,368603
12117075,2,2,2,1975,8465,34166708,-118106378,1954,609241
12117513,3,4,3,2269,6416,34163102,-118101730,1927,517442
12117613,1,3,1,1728,7250,34161793,-118104719,1926,780000
12117736,2,2,2,1635,7249,34161215,-118099852,1937,541158
12118105,2,2,2,1912,8696,34156574,-118098647,1940,373336
12118228,2,3,2,1479,7842,34155066,-118100033,1941,374540
12118251,2,3,2,1695,8403,34155069,-118098684,1941,82287
12118433,1,3,1,1364,5998,34153749,-118109142,1926,163742
12118755,1,2,1,987,7806,34158903,-118111988,1926,260851
12119023,1,1,1,676,2797,34146704,-118102181,1922,490000
12119264,7,8,7,3960,9001,34147623,-118107098,1965,207270
12119758,1,2,1,730,3122,34150487,-118101357,1925,380919
12120281,4,4,4,1972,7493,34144917,-118106010,1914,129115
12120350,1,2,1,1161,9488,34144363,-118107096,1918,216356
12120602,2,4,2,2135,8140,34144539,-118110552,1927,284299
12121247,3,5,3,2533,15351,34140950,-118094224,1936,610897
12121800,2,3,2,1856,8994,34155760,-118118407,1914,245583
12122353,3,5,3,2065,7173,34156249,-118087644,1952,314523
12123102,2,4,2,1630,7043,34165244,-118093329,1928,615027
12123247,3,3,3,1567,273195,34173463,-118095549,1988,338180
12123339,3,3,3,1660,2701,34165428,-118091869,1989,540317
12123914,2,2,2,1154,4421,34152755,-118085332,1967,246521
12124309,1,2,1,1200,7015,34143916,-118083514,1939,34013
12124853,3,3,3,1680,7002,34140915,-118086185,1924,698387
12125480,1,3,1,1363,6924,34144421,-118069740,1929,473193
12125572,3,4,3,2199,7279,34146002,-118067119,1977,322472
12125930,2,3,2,2053,13221,34158246,-118075637,1950,97053
12126573,2,3,2,1853,7366,34165874,-118076741,1954,657368
12126673,2,3,2,1474,7383,34164336,-118073746,1951,331833
12126896,3,3,3,1687,7460,34166999,-118067942,1951,522396
12127026,3,4,3,2129,7184,34162420,-118070155,1951,89302
12127824,2,2,2,1615,8801,34175442,-118076933,1949,626633
12128174,2,3,2,1837,7848,34169447,-118066946,1962,239079
12128366,2,3,2,1780,7707,34168238,-118063509,1956,607867
12128603,1,2,1,812,5753,34168576,-118047566,1948,88194
12129321,2,3,2,2385,8274,34167811,-118042215,1959,662093
12129382,5,5,5,3165,11863,34169967,-118033133,2003,806961
12129361,3,4,3,2326,,34168496,-118034688,1910,2144019
12130425,2,3,2,2018,19498,34176183,-118024786,1959,850905
12130809,2,3,2,1851,8882,34161789,-118039839,1946,228160
12131024,2,2,2,1737,10769,34160834,-118031367,1946,140547
12131346,2,2,2,1178,138679,34162068,-118046005,1974,458379
12131392,2,3,2,1584,7289,34164068,-118049139,1923,451232
12131498,3,2,3,1429,47981,34162300,-118050000,1974,541000
12132192,2,3,2,2297,9940,34159163,-118054176,1962,711610
12133049,3,4,3,2276,13323,34159058,-118056334,1967,1104568
12133241,3,4,3,3857,27941,34156494,-118064646,1951,2888900
12133341,3,4,3,2786,16385,34151409,-118056747,1962,175356
12133401,4,5,4,3203,29776,34154348,-118054820,1953,912679
12133447,8,7,8,10455,31720,34154133,-118060466,2012,7700000
12133516,3,3,3,2584,26200,34155927,-118051180,1951,168448
12133639,3,3,3,3124,18351,34151581,-118049224,1952,997850
12133808,3,4,3,3477,23423,34155862,-118035322,1949,1184691
12134161,4,4,4,3404,32112,34152119,-118041831,1948,1187956
12134307,4,4,4,2234,14751,34150173,-118041308,1959,376121
12134591,3,4,3,2314,19118,34155192,-118028875,1952,529143
12135934,3,4,3,1800,4000,34137249,-118022946,1989,768456
12136365,3,4,3,3157,13539,34145919,-118047648,1959,1159950
12136388,2,3,2,1759,9359,34148296,-118040719,1955,414506
12136846,2,3,2,1686,8629,34147484,-118036328,1951,482689
12137622,2,3,2,2022,9020,34139231,-118064236,1950,471334
12137845,2,2,2,1355,6794,34135619,-118060479,1949,327906
12137945,2,2,2,2139,8614,34135231,-118058243,1941,323085
12138457,3,2,3,1473,73858,34130800,-118053000,1979,511094
12138624,3,3,3,1382,181990,34130800,-118051000,1974,240411
12138800,3,2,3,1832,57809,34128500,-118052000,1989,165398
12139022,1,3,1,1424,12353,34128826,-118045402,1931,1138470
12139952,3,3,3,2628,22177,34133900,-118024000,1992,409217
12140277,2,3,2,1024,6689,34130754,-118029109,1924,207094
12140300,3,3,3,1250,19291,34131118,-118028785,1980,175570
12140520,4,3,4,1993,13846,34131269,-118021569,1994,361265
12140727,2,3,2,1807,9010,34124733,-118018758,1962,596508
12141209,2,3,2,1521,6314,34130417,-118013954,1958,230671
12141278,4,4,4,2771,9989,34126348,-118029037,1960,591219
12141301,2,3,2,1799,8990,34128063,-118028344,1953,218363
12141385,2,3,2,1773,8811,34128715,-118025932,1955,96238
12141500,2,4,2,1748,8168,34124001,-118026360,1962,727473
12141623,6,6,6,6170,17244,34128635,-118023665,1989,1114682
12141976,2,3,2,2059,7532,34124496,-118036832,1948,342377
12142076,1,2,1,1085,7343,34124008,-118035237,1948,429996
12142199,2,3,2,1960,9602,34122935,-118030580,1969,762922
12142345,2,3,2,2446,13476,34119681,-118030610,1926,1340670
12142414,3,2,3,1514,18999,34126300,-118063000,1980,603000
12142734,3,2,3,1444,37959,34125800,-118060000,1975,430335
12143015,1,1,1,682,21571,34130900,-118059000,1959,224762
12143302,3,3,3,2487,18746,34127600,-118060000,1976,759884
12143575,5,5,5,4719,12739,34122804,-118049378,1998,1013977
12143675,4,5,4,3689,25441,34124285,-118043461,1937,1007109
12143836,3,4,3,2955,8469,34122208,-118052069,1984,1043821
12144120,2,3,2,1707,9871,34119643,-118050271,1959,491756
12144366,2,3,2,2124,10768,34115711,-118045770,1948,461585
12145027,2,2,2,1606,16373,34111122,-118038927,1950,433636
12145265,3,4,3,1919,7963,34114912,-118033802,1962,910757
12145388,4,5,4,4301,16117,34112172,-118032280,1988,1211708
12145411,2,3,2,1682,10379,34111116,-118033532,1951,215974
12145434,3,3,3,1991,10987,34111480,-118030393,1964,450093
12145503,3,3,3,2210,9309,34109642,-118037130,1948,755247
12145526,2,3,2,1615,10785,34110594,-118034141,1947,374754
12145794,5,4,5,3645,7999,34120106,-118027643,2013,1215162
12145940,3,3,3,1902,7179,34114899,-118027556,1963,1046096
12146239,3,3,3,2187,15292,34108342,-118029446,1941,909629
12146408,2,4,2,1700,8237,34116951,-118023246,1929,623435
12146754,1,3,1,1737,9135,34112247,-118020137,1947,728190
12146892,2,3,2,1807,12136,34110838,-118018503,1961,460936
12147168,2,3,2,1859,12041,34119191,-118013175,1950,115978
12147429,2,3,2,1650,8719,34109912,-118016748,1958,92948
12147567,1,2,1,696,5565,34111002,-118013374,1949,188053
12147667,1,2,1,722,5416,34111461,-118011959,1949,327874
12147797,2,3,2,1636,4295,34225269,-118246276,1924,489590
12148202,1,2,1,1028,4992,34221743,-118238756,1955,171149
12148225,2,4,2,1828,7067,34222687,-118238615,1946,90948
12148485,3,4,3,1604,8616,34234573,-118247494,1946,303197
12148508,2,3,2,1764,5160,34233238,-118245978,1948,755795
12148623,3,3,3,1639,103823,34230400,-118248000,1992,292608
12148715,2,3,2,1176,4869,34229999,-118243630,1954,255701
12148861,1,2,1,1041,5103,34234773,-118244084,1955,250692
12149251,3,4,3,2132,5276,34230276,-118239724,1947,417577
12149343,2,3,2,1291,5219,34227147,-118240536,1946,478492
12149634,1,2,1,1164,9208,34229827,-118234518,1954,70941
12149680,3,4,3,1962,8842,34225138,-118235139,1964,197766
12149925,3,4,3,3981,12079,34226502,-118232678,1951,487035
12150071,2,4,2,2072,19950,34225976,-118227343,1937,613016
12150186,2,3,2,1682,11273,34231042,-118227429,1958,111649
12150777,2,2,2,962,4808,34211550,-118230657,1941,51963
12150868,2,2,2,1016,20629,34209500,-118226000,1977,258682
12151270,2,3,2,1263,8227,34206279,-118220325,1941,318505
12151293,1,2,1,1232,9355,34206550,-118220689,1936,402824
12151995,2,3,2,2161,15072,34220659,-118212204,1950,211416
12152087,1,2,1,984,4939,34218756,-118233722,1955,155036
12152240,3,4,3,2448,10986,34218002,-118230847,1954,598835
12152324,3,2,3,3,8742,34214820,-118228940,1950,161230
12152393,2,3,2,2288,12826,34214778,-118226276,1948,446740
12152599,1,3,1,1233,8123,34212189,-118223618,1953,93946
12152982,3,2,3,1895,16533,34217056,-118203035,1948,478251
12153457,2,5,2,3196,10156,34210728,-118201888,1948,1634011
12153586,2,4,2,2750,9905,34208893,-118199934,1963,1285173
12154160,4,3,4,2319,18098,34197873,-118202080,1964,773026
12154244,3,3,3,2212,14227,34202552,-118200933,1957,132548
12154382,4,5,4,3178,9485,34201958,-118198310,1926,1024320
12154428,2,3,2,1687,14241,34198528,-118198489,1932,85833
12154880,5,5,5,3055,8671,34204856,-118193027,1946,1142295
12154957,2,3,2,1635,11209,34205377,-118190215,1948,472702
12155087,2,3,2,1881,25014,34212357,-118197733,1950,122323
12155110,2,2,2,2309,12282,34211978,-118198193,1947,753171
12155156,3,3,3,2140,10675,34213477,-118195470,1953,147846
12155531,2,3,2,1923,9355,34210498,-118185969,1955,689285
12155746,2,2,2,1822,10960,34207699,-118183681,1955,110515
12156597,4,4,4,2610,7364,34200747,-118182852,1947,1113408
12156766,3,4,3,2052,7821,34201328,-118181582,1946,1066004
12157127,7,8,7,7071,27458,34198691,-118189963,1941,3745398
12157341,5,5,5,7050,46888,34190437,-118190251,1951,3142290
12157364,5,4,5,4608,33654,34187289,-118189943,1941,3072980
12157555,5,5,5,6050,35791,34184172,-118180552,1982,801803
12157692,4,4,4,4252,46872,34181526,-118180888,1986,1264828
12157745,1,2,1,1278,12980,34186959,-118169757,1953,471318
12157845,1,2,1,1147,7446,34190515,-118168054,1946,204782
12158351,2,4,2,1160,6239,34181069,-118161499,1926,217110
12158596,1,2,1,850,6916,34178391,-118154598,1930,157276
12159140,1,3,1,1088,6272,34186322,-118164402,1947,43607
12159186,1,2,1,843,8006,34185278,-118166637,1939,36263
12159676,1,2,1,802,6362,34193473,-118160045,1928,474289
12159860,2,5,2,1528,8148,34189418,-118154911,1924,234278
12159975,1,1,1,351,9941,34189671,-118159158,1923,151538
12160021,1,2,1,1158,11703,34188580,-118160046,1923,464090
12160205,4,5,4,2114,11067,34201388,-118157811,1928,470316
12160274,3,3,3,1989,7422,34201201,-118151241,1966,288910
12160589,1,3,1,1044,5533,34196931,-118155987,1942,346449
12160873,2,4,2,1234,7116,34196918,-118163125,1983,71141
12161019,1,2,1,829,5434,34194219,-118154537,1924,188657
12161165,1,2,1,962,5315,34191891,-118152555,1925,302153
12161432,2,3,2,2178,15279,34202754,-118151059,1948,745777
12162153,1,3,1,1288,7485,34197516,-118145966,1924,544003
12162322,2,3,2,1897,11443,34202287,-118143261,1941,502723
12162737,1,2,1,954,12014,34197648,-118144553,1940,476637
12162760,2,3,2,1369,5249,34198313,-118143003,1948,534430
12162929,3,4,3,2096,10695,34193386,-118141657,1948,826180
12163527,1,2,1,1026,6369,34184454,-118152830,1912,267040
12163787,1,2,1,1184,7432,34191010,-118141680,1949,264631
12163971,2,3,2,1776,7269,34193009,-118144437,1947,368372
12164431,1,2,1,1048,7125,34175625,-118150985,1929,280563
12164719,3,3,3,2047,13499,34174810,-118145521,1896,96036
12164742,2,6,2,1998,18839,34176118,-118146375,1971,633392
12164934,1,2,1,608,2792,34180062,-118144295,1920,111243
12165172,2,4,2,2106,7513,34180203,-118141172,1925,690079
12165272,2,3,2,902,4984,34175335,-118142657,1909,236864
12165663,1,2,1,1040,5789,34175546,-118136661,1922,169684
12165786,2,3,2,1152,7751,34171935,-118136645,1911,193772
12166016,1,2,1,1013,6393,34185197,-118139746,1924,454000
12166353,3,5,3,2879,10224,34180429,-118135805,,250692
12166376,2,4,2,1834,5106,34189247,-118132869,1955,255756
12166668,2,4,2,2471,9423,34186824,-118136366,1928,857016
12166998,2,2,2,1038,7578,34196049,-118134249,1954,509989
12167044,1,1,1,696,11759,34194922,-118131492,1917,136864
12167067,3,5,3,2118,10499,34193431,-118130994,1924,337416
12167090,1,2,1,1247,9719,34194040,-118133872,1947,255758
12167458,3,3,3,2384,6383,34197892,-118128458,1940,82363
12167504,2,4,2,2540,7122,34199194,-118126021,1927,441396
12167642,1,2,1,1159,7517,34199360,-118129060,1937,370202
12167711,1,2,1,999,6516,34201004,-118127798,1950,299354
12167795,3,4,3,2208,11679,34201988,-118132097,1964,454790
12167887,3,4,3,1938,11176,34204242,-118130707,1956,96240
12168086,5,4,5,4184,23439,34196151,-118119787,1966,1400162
12168362,3,4,3,1250,7793,34193622,-118128615,1954,106598
12168485,2,2,2,1866,7781,34196156,-118124165,1959,447404
12168600,2,3,2,1930,20187,34190740,-118123553,1976,118192
12168951,2,4,2,1914,6058,34185510,-118128033,1924,64210
12169225,3,7,3,3046,8899,34182142,-118133543,1956,222873
12169248,1,3,1,1184,7093,34181018,-118134522,1927,449535
12169386,1,3,1,1401,13815,34187118,-118127169,1913,382118
12169509,1,2,1,1122,7889,34187186,-118123926,1947,645000
12169609,3,4,3,2996,15296,34187893,-118120678,1930,1377000
12169755,4,4,4,3226,27289,34186273,-118114241,1923,799271
12169778,1,2,1,1526,10814,34186435,-118112481,1924,141309
12169893,1,2,1,1564,8399,34184786,-118114752,1949,640741
12170139,2,2,2,2021,12886,34184650,-118123042,1985,858226
12170446,2,3,2,1787,11237,34181419,-118114985,1951,80122
12171137,1,2,1,940,8211,34170891,-118134907,1913,196657
12171664,2,3,2,1499,5372,34172589,-118126133,1961,69921
12171687,2,3,2,1566,6394,34174336,-118125733,1923,102596
12171779,2,4,2,2673,12212,34176883,-118128500,1926,380565
12171902,2,3,2,1334,7425,34171337,-118127867,1926,272343
12172194,2,4,2,2262,10242,34170539,-118121773,1923,350391
12172561,2,2,2,1017,9165,34177661,-118112456,1923,76269
12172607,0,0,,3069,8816,34176509,-118112629,1963,277125
12173174,1,3,1,1292,6616,34172373,-118109371,1926,506873
12173297,2,3,2,1953,7335,34174104,-118107896,1935,593225
12173443,2,3,2,1576,8396,34174525,-118102136,1946,665894
12173589,2,5,2,1719,6649,34172145,-118099982,1929,132325
12173712,1,2,1,950,4014,34170931,-118106590,1969,372437
12173819,2,3,2,1997,6923,34171045,-118101584,1965,96433
12173949,1,3,1,2107,9022,34180348,-118105677,1945,281392
12174049,2,3,2,1453,9038,34180709,-118101979,1937,492407
12174295,2,3,2,1595,7425,34175570,-118102918,1940,342758
12174395,3,2,3,1589,14981,34175347,-118106052,1939,847000
12174769,2,3,2,1738,8224,34179751,-118098284,1953,78751
12175075,2,2,2,2041,13392,34188739,-118110783,1954,582231
12175250,5,6,5,3009,41359,34176908,-118087697,1954,175009
12175365,3,5,3,2715,17949,34174905,-118081513,1952,499920
12176532,3,4,3,2182,16506,34226157,-118211406,1964,483761
12177827,3,4,3,1908,17872,34246047,-118240838,1971,846200
12177850,2,4,2,2169,17449,34246025,-118236050,1972,943000
12177942,1,3,1,1159,16058,34244109,-118245796,1951,73694
12178325,2,3,2,1920,,34242539,-118237268,1965,263826
12178402,2,4,2,2644,12647,34244060,-118236616,1966,148255
12178901,2,3,2,1448,7519,34242352,-118225359,1956,260210
12179334,3,3,3,1245,3783,34220523,-118226140,1999,350594
12179625,3,3,3,1980,15045,34221824,-118224725,1958,1029208
12180023,1,2,1,1164,4800,33987046,-118316453,1923,65159
12180938,2,2,2,560,3510,33985625,-118302813,1922,202975
12181191,2,3,2,1728,4975,33982981,-118304774,1923,348366
12181558,2,5,2,1528,6005,33986930,-118295450,1923,241302
12181627,2,2,2,1875,5628,33985596,-118291817,1923,34012
12181719,2,3,2,1384,6256,33985263,-118298626,1924,155384
12181956,2,3,2,1248,6728,33982967,-118298306,1923,373000
12182094,2,3,2,1169,5598,33982042,-118293205,1905,272156
12182140,1,3,1,1272,6337,33982046,-118298640,1924,33809
12182637,1,3,1,1004,5399,33981410,-118284273,1920,166235
12182706,1,2,1,549,2080,33981961,-118284594,1921,65883
12182729,1,2,1,1064,5399,33982990,-118283538,1913,135497
12182752,2,3,2,1497,5400,33982986,-118284593,1940,102302
12183797,2,4,2,1950,5124,33983557,-118275545,1913,354896
12183950,1,2,1,947,5040,33980830,-118274254,1939,234594
12184622,2,4,2,1296,5003,33982721,-118265925,1980,119524
12184821,1,2,1,1076,3889,33986638,-118267903,1908,92934
12185374,3,4,3,1568,5867,33986389,-118254474,1901,279243
12186551,4,7,4,2888,5272,33983175,-118241091,2014,520000
12186918,1,2,1,1008,4496,33976488,-118239757,1923,35950
12187351,2,3,2,1200,5093,33978977,-118254125,1980,337781
12187557,3,4,3,1617,5875,33976420,-118251960,1930,304018
12187709,1,2,1,942,5655,33978648,-118250775,1913,152947
12188045,2,3,2,1748,8724,33978149,-118244017,1923,31359
12188152,3,3,3,1838,7212,33976758,-118244746,1923,304878
12188320,1,2,1,988,5401,33979950,-118270942,1922,113073
12188343,2,3,2,1386,5400,33979409,-118272130,1913,219377
12188366,0,0,,2864,5111,33979403,-118268951,1926,173303
12188450,1,2,1,1084,5404,33978143,-118269557,1914,19131
12188511,2,5,2,1344,5430,33977223,-118271932,1922,294000
12188747,1,2,1,931,4280,33975651,-118266773,1923,21169
12188816,1,1,1,659,4290,33976381,-118265857,1922,217000
12189030,2,3,2,1240,5130,33980063,-118276137,1923,276091
12189282,3,7,3,2655,5157,33976745,-118276237,1962,246743
12189434,1,2,1,1106,5489,33975309,-118275577,1922,271000
12189494,1,2,1,1061,4441,33975252,-118287046,1937,158096
12189585,1,2,1,810,2400,33977661,-118288136,1921,219000
12189990,1,3,1,1302,5400,33976965,-118284722,1910,120200
12190334,2,4,2,2119,5999,33980033,-118291977,1908,263676
12190802,2,5,2,2100,5855,33977265,-118292245,1913,104759
12191293,1,2,1,1112,4764,33980827,-118304131,1926,126446
12191385,1,3,1,1180,4781,33980031,-118305310,1924,282000
12191454,1,2,1,936,3967,33979603,-118300679,1923,161100
12191523,1,2,1,981,3968,33979596,-118304004,1925,131633
12191569,1,2,1,794,4048,33978672,-118306349,1923,170558
12191592,2,3,2,1338,4507,33978675,-118304236,1923,49896
12191684,2,2,2,1030,4679,33978037,-118300158,1922,117383
12191945,1,2,1,1156,4682,33976416,-118303523,1923,198924
12192037,2,4,2,1758,5265,33975605,-118305112,1923,132528
12192358,1,3,1,1266,4892,33981151,-118310547,1925,38103
12192550,1,2,1,1242,3984,33979322,-118312004,1938,54733
12192696,1,2,1,1164,5401,33978676,-118310851,1935,311093
12192742,1,3,1,1090,3958,33978004,-118309562,1925,113554
12193430,1,2,1,1032,6703,33972120,-118313961,1925,163923
12193752,1,3,1,1439,6705,33968792,-118310787,1927,46259
12193875,2,2,2,1569,6700,33967892,-118311282,1925,280022
12193951,1,2,1,1115,5208,33973760,-118306627,1926,225007
12194012,2,3,2,1376,5404,33973433,-118304498,1930,279243
12194157,1,2,1,1014,5174,33971407,-118300163,1926,236591
12194203,1,2,1,1296,5399,33972392,-118302282,1929,42575
12194502,2,3,2,1301,5299,33970436,-118303372,1947,350000
12194602,1,2,1,1012,5201,33969342,-118300168,1926,207863
12194924,2,2,2,1184,5928,33970764,-118298338,1921,243143
12195047,1,2,1,1074,5923,33970451,-118295632,1919,28911
12195162,1,2,1,884,6988,33973377,-118294772,1921,137747
12195262,1,2,1,1197,5928,33969964,-118294758,1912,176318
12195583,6,10,6,3539,5605,33971953,-118289733,2011,496422
12196147,1,2,1,1092,6853,33973949,-118280558,1912,128879
12196840,2,3,2,1144,3851,33972719,-118272455,1923,234671
12196924,1,2,1,810,5022,33970657,-118270895,1930,124432
12197337,2,4,2,1700,5701,33971553,-118266604,1925,217388
12197826,1,3,1,1020,5738,33972342,-118256568,1924,157961
12198010,1,2,1,1040,5104,33970507,-118261091,1924,110986
12198102,4,8,4,2699,5097,33970005,-118258242,2009,415738
12198125,1,2,1,1331,5100,33969989,-118261485,1925,25656
12198194,1,3,1,898,3500,33969133,-118262361,1927,20141
12198286,1,2,1,780,5738,33969106,-118256568,1925,195835
12199020,1,2,1,1272,4820,33972770,-118249775,1922,172183
12199272,3,4,3,3078,6708,33970690,-118238935,1921,238644
12199341,1,2,1,736,5491,33972216,-118237867,1924,234100
12199532,3,5,3,1925,4575,33971653,-118234892,1908,190944
12200042,1,1,1,784,4595,33965807,-118234657,1909,208000
12200225,2,4,2,1592,4500,33964158,-118236355,1911,31366
12200561,2,4,2,1712,7905,33961956,-118245012,1922,271808
12200782,1,2,1,976,5923,33962796,-118239803,1928,150439
12201286,2,2,2,1012,3103,33963943,-118246043,1920,111631
12201569,2,4,2,1728,6306,33964056,-118253472,1928,126845
12201592,1,2,1,761,2260,33963611,-118253537,1928,28587
12201783,1,3,1,1446,5958,33963047,-118248574,1936,251029
12202188,1,3,1,1032,3499,33965381,-118257836,1925,172659
12202257,2,5,2,1788,5100,33964422,-118257350,1926,207084
12202656,1,2,1,809,5099,33961696,-118258563,1926,170535
12203030,2,5,2,1256,5072,33964779,-118269335,1925,33767
12203076,3,3,3,1752,5045,33964291,-118269860,1925,297000
12203099,4,8,4,2332,5552,33963561,-118272632,1964,339640
12203145,4,6,4,2160,5152,33963077,-118268926,2004,597296
12203168,1,2,1,728,5198,33962541,-118271430,1923,31953
12203191,1,2,1,893,5200,33962547,-118270243,1924,23005
12203611,4,5,4,2088,5848,33963350,-118264561,1928,230996
12203657,5,7,5,3191,5208,33964908,-118265418,1961,327772
12203824,2,4,2,1489,5607,33972995,-118278359,1930,25850
12204182,3,4,3,2008,6435,33968155,-118275620,1913,114161
12204266,1,3,1,1072,6941,33967585,-118274729,1923,260800
12204572,1,2,1,1010,5445,33963881,-118276036,1922,23609
12204777,1,1,1,646,5066,33963992,-118286534,1922,26268
12205337,1,2,1,1102,8669,33965733,-118281440,1927,240104
12205766,2,2,2,1403,4081,33964863,-118297008,1933,36865
12206394,2,3,2,1765,6721,33966638,-118302229,1940,212273
12206417,1,2,1,723,5272,33966523,-118299643,1927,31570
12206578,1,2,1,960,3499,33965290,-118303550,1928,277000
12206601,2,4,2,1579,6737,33964835,-118303221,1956,44622
12207106,2,3,2,1551,8101,33966639,-118310072,1929,49113
12207582,1,2,1,1230,6058,33962964,-118314322,1939,329000
12208317,1,2,1,1238,6600,33954247,-118311410,1942,169558
12208815,1,2,1,1308,5400,33953115,-118305599,1930,39730
12208915,1,2,1,1207,5399,33955606,-118302333,1930,311200
12209015,1,2,1,1260,6748,33958148,-118302331,1926,38503
12209099,1,2,1,1150,4635,33957977,-118300596,1947,230676
12209168,5,6,5,2547,4751,33956098,-118299922,1963,58902
12209321,1,3,1,1610,6503,33957161,-118306660,1925,326501
12209359,1,3,1,1337,5197,33955275,-118307288,1930,50966
12209717,2,3,2,1250,5246,33958935,-118289833,1930,266499
12209747,1,3,1,720,3130,33956973,-118290289,1916,73867
12209900,1,3,1,1084,6005,33958949,-118287588,1920,32586
12210114,2,3,2,992,4550,33953641,-118289199,1923,264000
12210137,3,4,3,1524,3201,33954009,-118288194,2012,281766
12210206,1,2,1,720,4263,33953725,-118281024,1922,64958
